,item_num,rivew,rivew_date
10,2,"트와이스 딸기 공주 채영이 멤버들에게 만들어 줬던 딸기 산타 요리 레시피를 팬들을 위해 알려줬어요!

딸기의 상큼 달콤함 치즈의 담백함 하몽의 짭쪼름함과 완벽한 식감까지 마치 채영이의 매력처럼 다채로운 딸기 산타! 

하몽을 그냥 먹으면 살짝 비린데 채영이 레시피대로 하면 하나도 안비리고 식감도 좋고 맛있어요.
딸기부터 치즈 하몽 꿀 후추까지 단계별로 다양한 맛이 느껴지니 천천히 음미하면서 드세요!
샴페인이나 와인이랑 먹으면 파티 분위기 최고예요.

#딸기공듀딸기산타 #채영딸기산타

채영이의 딸기산타 레시피
1. 딸기를 다듬어 준다. 
2. 딸기 2/3을 잘라준다. (딸기 산타 모자 모양처럼 자르면 돼요!)
3. 마스카포네 치즈를 올려준다. 
4. 하몽 적당량을 뜯어서 치즈 위에 올려준다. 
5. 하몽 위에 마스카포네 치즈를 더 올려준다. 
6. 잘라놨던 딸기 모자를 치즈위에 씌워준다. 
7. 꿀을 취향껏 뿌려준다. (많이 뿌리면 많이 뿌릴수록 달달)
8. 후추도 취향껏 뿌려준다. (순후추 말고 통후추 그라인더 사용!)

싱싱하고 새콤달콤한 딸기로 만드니 더욱 맛있는거 같아요!
너무 맛있어서 앉은 자리에서 딸기산타 한 판 순삭 했어요!
많은 분들이 레시피 보고 따라 해 보셨으면 좋겠습니다.",2022.01.27
11,2,"케이스가 일단 튼튼(뚜겅 교합 완벽) 윗 부분 딸기가 혹여 배송시 눌릴까봐 보호차원의 에어캡 좋아요.
15개 큰 딸기 무사히 도착하였네요(심쿵)
맛은 보이시는 것 처럼,, 고운 핑크 빛 입자들이 증명해줍니다. 맛은 전반적으로 달아요.ㅎㅎ 아 일부는 달고 새콤한것도 있어요.
모든 과육이 단단해서 씹는 맛도 느끼실 수 있어요
구매 가격이 착해서 한 다섯번정도 더 시켜먹고 싶은 유명산지 한판 딸기네요:) 
소소한 먹기Tip. 
샴팡이랑 딸기는 진리입니다!! 
소소하게 퇴근 혹은 육퇴 후 딸기 타임을 갖기를 추천합니다. 다들 아시겠지만 컬리딸기 싱싱해요@.@",2021.12.15
12,2,"딸기가 싱싱해요
너무 금방 먹어서 아쉽지만 또 주문예정입니다.",2023.03.09
13,2,싱싱한데 덜 달아서 아쉬워요,2023.03.09
14,2,싱싱하긴한데 많이 달지 않아요,2023.03.09
15,2,아직 먹기전이에요...,2023.03.09
16,2,크기도 크고 맛있어요,2023.03.09
17,2,맛있었으면좋겠네요.,2023.03.09
18,2,"후기가 좋아서 마켓컬리 믿구삿는데..
무른거는 너무물러서 4개버리구
나머지는 달아요",2023.03.09
19,2,설향 딸기 맛있어요..,2023.03.09
20,3,"요즘 베이킹에 다시 맛들려서...ㅋㅋㅋㅋ 이것저것 만들어보고 있습니다 ㅎㅎ

베이킹은 계속 하다 보면 느는것 같아요!! 어차피 팔거 아니고 내가 다 먹을거니깐 (ㅋㅋㅋ) 내 입맛에 맞춰 레시피를 조금씩 바꿔나가는것도 큰 재미인것 같습니다. 주방저울, 오븐만 있으면 정말 쉽게 만들 수 있어서 잘 익은 바나나로 한번 만들어 보는거 추천드려요!! 

아 그리고 컬리에서 파는 이 바나나, 가격도 저렴하고 정말 맛있습니다. 그냥 먹어도 존맛!! 한개 두개 먹다가 결국 한 송이 더 산건 안비밀...ㅋㅋㅋㅋ

레시피와 만드는 방법은 유튜브에서 보고 따라했습니다! 
- 중력분 밀가루 130g 
- 아몬드 가루 75g (컬리에서 구입했어요! ㅎㅎ 검색해 보니 저렴하고 좋은 아몬드 가루를 팔길래 얼른 샀습니다 ㅎㅎ) 
- 바나나 4개 (레시피에는 4개 였는데 3개 넣어도 괜찮을것 같아요 ㅜㅜ 오븐 차이인지 저는 조금 질척하게? 나오드라구요) 
- 요거트 100g 정도 (저는 그냥 플레인 요플레 작은거 85g 한통 사용했습니다!! 이것두 마찬가지로 컬리에서 구입 가능) 
- 무염버터 100g (컬리에서 세일기간에 1+1 득템!!!!) 
- 설탕 100g 
- 계란 2개 
- 다크 초콜릿 100g 
소금 조금, 베이킹소다 조금, 호두 다진것 한 줌 

일단 버터를 풀어주고 설탕과 잘 섞어줍니다! 서걱서걱 소리가 안날 때 까지! 그리고 계란 넣고 섞고, 요거트와 바나나 으깬것 (마구마구 으깰수록 더 맛있어용) 넣고, 가루류 체쳐서 섞어주면 끝!! 그리고 오븐 60분! (저는 꼬지테스트 후 한 15분 더 했습니다!!) 

원래 레시피보다 설탕과 초콜릿을 좀 줄였는데도 저에게는 조금 달더라구요! ㅎㅎ 아무래도 바나나가 잘 익어서 그런건지? ㅎㅎ 저는 다음에 만들 때는 초콜릿과 설탕을 더 줄여보려고 합니다 ㅎㅎ 

이렇게 만들면 일주일은 든든히 먹습니다 ㅎㅎ 저희 어머니도 완전 좋아하시고, 만들 때 달콤 향긋한 바나나향이 온 집안에 풍겨서 정말 행복하구요 >_< 

이런 행복한 시간을 좀 더 편하고 쉽게 가질 수 있도록 해준 컬리에게 무한 감사를...ㅎㅎㅎㅎ",2022.05.23
21,3,"아침대용으로 바나나를 자주 먹어서 시켰어요
컬리의 과일들은 진짜 합리적인 가격대에 신선하고 믿을 수 있는 제품들을 살 수 있어서 정말 좋아요
관리도 잘 되어 있고 상태가 아주 좋더라구요
개인적으로 반점이 있는 아주 달달한 바나나보다는 약간 후숙된 바나나를 좋아해서 단단한 상태로 온 노란 바나나가 마음에 들었어요
하루 정도 후숙하고 먹으니까 딱 좋더라구요 :)

그냥 먹어도 좋고 우유랑 커피랑 넣고 갈아서 마시면 갈아만든 바나나라떼가 완성되는데 이거 든든하고 아주 맛있어요!
만드는 방법도 아주 간단한데 바나나 1개랑 우유는 200ml정도 커피는 기호에 따라 다른데 저는 원샷정도 내려서
에스프레소 없을땐 그냥 인스턴트커피 진하게 우려서 넣고 갈아서 마시면 되는데 간단하고 아주 맛있어요
아침으로 먹는 바나나가 다 떨어져서 급하게 컬리에서 주문했는데 아침에 먹고나서
태국에서 먹었던 로띠가 급 생각나서 레시피를 찾아보니 아주 간단해서 바나나 로띠도 만들어 먹어봤어요!

레시피 아주 간단해요
반죽부터 만들면 되는데요 아주 간단하지만 귀찮으신 분들은 시판용 또띠아를 그대로 사용하셔도 되고
호떡믹스 반죽을 이용하셔도 아주 간단하게 로띠 반죽을 만드실 수 있어요!!
밀가루 80g 정도에 달걀 1/4개 우유 13ml, 소금과 설탕 한꼬집씩 섞어둔 물 20ml정도를 넣고 반죽을 해주세요
반죽 마무리 단계쯤 오일, 버터 등을 살짝 넣고 달라붙지 않게 한다음 2개로 동글동글 소분해서 냉장고에 휴지시켜주시구요
부풀어오른 반죽을 넓게 펴주고 바나나는 잘게 썰어서 남은 달걀물에 넣어 준비해주세요
팬에 버터를 두르고 넓게 편 반죽을 올리고 그 위에 바나나달걀물을 넣어주세요
이따 기호에 따라 치즈를 같이 넣어주셔도 좋아요!
내용물이 보이지 않게 사면을 안쪽으로 접어서 익혀주세요
앞뒷면이 노릇노릇 익으면 같은 팬에 버터를 두르고 바나나를 구워주세요
바나나로띠를 먹기 좋은 크기로 썰어서 접시에 답고 연유와 초코시럽을 뿌려서 즐기면 됩니다
저는 더 달콤하고 부드럽게 구운 바나나를 올리고 고소하게 땅콩가루를 올려주었어요
태국에서 먹었던 로띠가 생각나지만 당분간은 갈 수 없으니 집에서 만들어 봤는데 간단하고
아주 쉽게 만들어 먹을 수 있으니 정말 좋더라구요
대부분의 재료는 컬리에서 산 것들이라 로띠 좋아하시는 분들은 직접 만들어 드셔보세요 :)",2020.06.30
22,3,신선하고 맛있어서 재구매했어요^^,2023.03.09
23,3,아침대신 먹으려고 구입했는데 아직 익지 않아서 며칠 있다 먹어야 할듯요,2023.03.09
24,3,"맛있네요
배고플때한개씩먹고있어요",2023.03.09
25,3,바나나 상태좋고 후숙해서 먹으먄 되요,2023.03.09
26,3,간식으로 자주 먹는 바나나 맛있어용,2023.03.09
27,3,"싱싱합니다 좋아요
항상 재구매하는상품이에요",2023.03.09
28,3,달고 맛있었어요.또주문해요,2023.03.09
29,3,바나나 후기 좋길래 사봤는데 포장 잘 되어왔어요옹,2023.03.09
30,4,한입에 쏘옥 넘 맛있는 딸기예요,2023.03.09
31,4,생각보다 크고 양도 많고 맛있게 잘 먹었어요,2023.03.09
32,4,"딸기가 물러가지고 왔네요 
냉동딸기해동시킨줄
영상태가 별로라 요거트에 넣거나 갈아서 먹어야될듯요",2023.03.09
33,4,단맛이 덜하긴 하네요,2023.03.09
34,4,이제 딸기 끝물이라 아쉽네여,2023.03.09
35,4,비싸지만 맛은있어요^^,2023.03.09
36,4,딸기가 신선하고 당도가 높네요.,2023.03.09
37,4,무르고 검게되고 철이 끝이라그런가요ㅜㅜ,2023.03.09
38,4,단맛이 덜해요 ㅜㅠ 무르고요,2023.03.09
39,4,이번엔 좀 상태가 별로네요,2023.03.09
40,5,"진짜 오랜만에 고당도 사과를 맛본것 같아요

아삭하면서도 달달하고 너무 맛있어요 

깍지 않고 먹어도 껍질도 두껍지 않고 맛있지만 이번에는 껍질 깍아서 먹어 봤는데 진짜 꿀인줄 알았어요 ㅎㅎ

너무 달고 아삭하고 싱싱해서 꿀 바른 사과 인줄 알았네요 

사이즈도 작지 않고 적당한 크기의 사과가 케이스에 잘 
넣어서 5개 6개씩 눌지지 않게 예쁘게 담겨서 왔어요

또 구매 하려고 보니 품절이라서 아쉽지만 자꾸 생각 나는 고당도 사과에요

진짜 오랜만에 꿀 사과를 먹은것 같아요

믿고 먹는 컬리 과일로 이번에도 행복한 후식 시간이었어요

고마워요~~~컬리^^♡♡",2022.10.27
41,5,"•구매일자: 2022.10.20

주먹만한 사이즈의 사과로 상세페이지를 보니 부사인가봐요. 사과 겉면은 거칠거칠해서 잘 세척해야해요. 세척 후 물기닦고 마른수건이나 키친타올로 문질러주면 반질반질해져요.
따로² 분리된 포장이니 멍이나 상처가 확실히 없어서 좋아요.

사과 속살은 희고 단단해서 아삭아삭 식감이 좋네요. 많이 달지는 않지만 적당히 새콤하면서 달달해요.

요즘 다이어트 중이라 과일의 과당도 조심하고 있어서.. 아침에 반개씩만 먹어주고 있어요. 요거트볼이나 씨리얼볼과 함께 먹고, 조각이 좀 작은 날에는 무첨가 땅콩버터를 발라먹어요. 시나몬가루까지 톡톡 쳐서 먹으니 꿀맛이네요.

업로드한 마지막 반쪽사과는 하루 지난 상태라 노랑노랑해요. 그래도 식초물(분무기에 담아 사용) 한번 뿌려주고 비닐에 넣어 싱싱고에 보관했더니 갈변이 심하지 않아요.
유툽을 보니까 레몬물이나 설탕물도 효과가 좋대요. 꿀팁~♡",2022.10.22
42,5,"항상 시켜먹는 사과
단단하고 달아요",2023.03.09
43,5,아삭하고 달고 맛있어요,2023.03.09
44,5,그다지 달지 않아요,2023.03.09
45,5,잘 받았어요 항상쟁여두는 상품이예요,2023.03.09
46,5,사과 크기가 좋고 달달하네요,2023.03.09
47,5,사과아삭하니맛있어요.,2023.03.09
48,5,"엄청단단하고 달아요 스테비아 사과인줄
근데 크기는 생각보다 작아요 아쉬움 ㅜ",2023.03.09
49,5,아침에 급하게 필요했는데 신선한 상태로 받아서 바로 사용할 수 있어서 좋았어요,2023.03.09
50,6,"해남쌀은 첨 사봤는데 좋네요
비닐에 한번 더 포장해서 배송해주셔서 좋았어요.
도정일도 9월 12일이라 맘에 들구요.
쌀통에 넣으면서 보니 깨지거나 거뭇한 쌀알이 없어서 좋은 쌀이구나 생각이 들더라구요~^^
보통 다른쌀로 밥을할때 7~8번 씻었어야 했는데 컬리에서 구입한 이 쌀은 4번만에 깨끗해져서 훨씬 수월했구요.
쌀뜨물도 버리기 아까울 정도였어요~
평소 잡곡을 섞어서 먹는데 처음 구매한터라 밥맛을 알아보려고 흰쌀밥을 했는데 정말 고슬고슬하니 맛있네요~^^
금세 다 먹고 재구매해야할 것같아요.
밥이 중요하다보니 쌀 구매할때가 되면 또 이번엔 어디서 사야 후회하지않나 늘 고민하며 여기저기 찾아보느라 신경쓰여서 쌀 사는 일이 큰일이었는데 이젠 그럴 필요 없을 것 같아서 아주 좋습니다.
한번 드셔보세요
정말 깨끗하고 맛있습니다",2022.10.05
51,6,"우리집 쌀은 무조건 마켓컬리 <땅끝해남쌀>로 주문해 먹습니다! 솔직히 여기 쌀 말고 다른 쌀은 이제 못 해먹겠어요.
밥맛이 진심으로 진~짜 좋거든요 ^^ 최고!

개인적으로 쌀밥은 싫어하는데, 이 쌀은 맨 쌀밥만 먹어도 달고 맛있어요. 잡곡 섞어도 쌀 존재력 뿜뿜입니다.
입맛 까다로우신 우리엄마도 드셔보시고는 쌀 참 좋다고 하셨어요. 밥이 어쩜 이렇게 쫀득하고 찰지고 기름질 수 있는지..

쌀 자체도 깨끗해서 세 번만 씻으면 됩니다.
지금 두번째 구매인데 그 동안 돌이나 이물집, 쌀껍질 조차 나온 적 한 번도 없어요. 
전기 밥솥에 이틀,삼일 둬도 처음 맛 그대로 유지되어 있습니다. 얼렸다가 전자레인지에 돌려먹어도 문제 없어요.

요즘 마켓컬리 31500원에서 29500원에 판매해서 마음이 급해지네요. 얼른 먹고 쌀 떨어지면 재구매 하려구요.

농부님, 감사합니다~! ㅠㅠ♡",2022.05.04
52,6,후기가 좋아서 구입했는데ㅜ왜 저는 쌀이 푸석하게 느껴질까요… 밥맛이 너무 별로라 깜놀했어요,2023.03.09
53,6,오랜만에 땅끝 쌀로 주문,2023.03.09
54,6,밥맛 좋아서 또 구매했어요.,2023.03.09
55,6,"재구매
밥맛 괜찮아요",2023.03.09
56,6,해남 쌀은 처음 사봐요 후기가 좋아서 구매했어요,2023.03.09
57,6,이 쌀만 5번째 시켜먹는데 가성비 좋은듯해요,2023.03.09
58,6,먹어보니 맛이좋아서 재주문해요,2023.03.08
59,6,"잘 받았습니다:)
쌀 쌀",2023.03.08
60,7,"아들이 곧 과잉치 수술을 해서 병원에 하루 입원을 해야해서 간식으로 아들좋아하는 귤을 잔뜩 들고 가려고 구매하게 되었어요 
과일은 특히 귤은 직접보고 맛있게 생긴걸 사야하지만 컬리과일은 믿고사기때문에 그냥 시켰죠~
하나 씻어서 맛보니 넘 맛있네요

요즘은 농작 기술도 얼마나 좋은지
아직 철이 아닌데도 과일들이 을메나 맛있는지요 특히 컬리에서 산 과일은 실패한적이 없는것 같아요 이히히

여기서 잠시 
*귤효능 한번 적어볼께요 
귤의 비타민 C는 신진대사를 원활히 하며 피부와 점막을 튼튼하게 하는 작용이 있으며 겨울철 감기 예방의 효과가 있데요 :)

*구입요령 -비교적 껍질이 얇고, 단단하며, 크기에 비해 무거운 것 
그리고 똔꼬가 살짝 들어가있는게 달더라구요

*보관법
그리고 요즘 귤 껍질에는 농약이 묻어 있을 수도 있고, 신선도를 유지하기 위해 피막제를 발라 놓은 것도 있어서 귤을 꼭 씻어서 아이들에게 줍니다
과일 세척제로 씻어줘도 좋고 껍질에 베이킹소다나 소금을 발라 문질러서 세척후 채망에 물기를 빼주면 되요
뭐 3일만에 다 없어질 귤이지만 공기가 잘통하게 채망에 두는게 상하지않게 보관하는 방법이랍니다 
보통 상자에 오래 같이 두다보면 겹쳐있던 부분이 곰팡이피고 무르고 상하잖아요 
그냥 손으로 까서 손으로 집어먹는 과일인 만큼 잘세척해서 드시길 바래요^^",2022.09.01
61,7,귤이 새콤달콤해요,2023.03.09
62,7,달았음. 귤이 탱글하지 않고 껍질이 흐물거려서 좀 아쉬웠어요,2023.03.09
63,7,작지만 맛있어요. 아기 먹이기 좋네요,2023.03.09
64,7,"알이 크고 달아요 
1킬로그램은 생각보다 양이 많지 않군요 
다음에는 3킬로그램 이상되는 걸로 넉넉히 시켜야겠어요",2023.03.09
65,7,잘받았어요ᆢ하우스감귤,2023.03.09
66,7,하루만에 사라짐ㅋ 아이가 좋아하네요~,2023.03.09
67,7,싱싱하니맛있었어요^^,2023.03.09
68,7,이번귤은 좀 상태가 별로 안좋았어요....... 끝물이라서 그런지..........,2023.03.09
69,7,진짜찐따 맛있어요.달콤달콤!!,2023.03.09
70,8,밥이 맛있어서 비싼가격이지만 구매했어요,2023.03.09
71,8,항상 맛있어서 재구매합니다,2023.03.08
72,8,밥맛이 최고입니다. 이래저래 먹어봐도 제일 제 입맛에는 최고인것 같아요.정착했어요^^ 강추에요.촉촉하고. 맛있어요,2023.03.08
73,8,끊을 수 없는 쌀! 자주 구매해요~,2023.03.08
74,8,밥 냄새가 좋아 자주 구매하네요,2023.03.08
75,8,"이쌀에 완전 빠졌어요
향 좋은건 기본이구 맛도 찰기도 아주 맘에들어요",2023.03.08
76,8,재구매했어요 이 쌀만 구매하게 되네요,2023.03.08
77,8,밥 맛이 정말 좋아용~~~ 아이도 밥 잘 먹습니다~~,2023.03.08
78,8,늘 맛있게 먹고 있네요,2023.03.08
79,8,다른쌀 먹다가 다시 돌아오게되는 쌀~~~세일 좀 해주세요,2023.03.08
80,9,항상 주문해요 :),2023.03.09
81,9,"깨끗하고, 상한거 없이 잘 왔어요",2023.03.09
82,9,아삭하고 달아요 맛있어요,2023.03.09
83,9,단단하고 단맛과 산미가 조화롭네요,2023.03.09
84,9,달고 맛있어요 만족스러워요,2023.03.09
85,9,너무맛있어써요^^!,2023.03.09
86,9,맛나요~ 알은 작지만 식감이나 당도 굳~~~,2023.03.09
87,9,"사과 적당한 크기 6개 왔어요
포장이 마음에 듭니다",2023.03.09
88,9,좀 작고 심심한 맛이었네요~^^,2023.03.09
89,9,늘 구매하는 상품이에요,2023.03.09
90,10,"매번 냉동 블루베리 먹다가, 
생블루베리의 부드러운 몰캉함이 생각나서,,,ㅎㅎ 

컬리에서 3팩 세트 있길래 시켜봤어요 로켓배송급 ~ 
퀄리티도 좋아서 매번 믿고 먹는 마켓컬리🫐 
컬리 블루베리 진짜 알이 탱글하고 실해요! 
무른 것 하나 없었음 - 👍 

블루베리는 너무 박박 씻지 말고 
흐르는 물에 살짝만 씻어야 영양소가 안 없어진대요! ㅎㅎ 

생 블루베리+코코 그릭 + 알룰로스 + 카카오닙스 
이조합 세상 간단한데 세상 맛있어요 

이유는 모르겠는데 냉동보다 생은 왠지 
안 꾸덕한 요거트랑 더 잘 어울리고, 
다른 토핑 없이 딱 이것만 먹는 게 더 맛있더라고요

가격도 좋아서 강추합니다 
125g 양이면 한번에 먹기도 딱 적당해요.",2023.01.08
91,10,눈건강위해 자주 먹어요 세일할때 쟁여둡니다~,2023.03.09
92,10,"블루베리 싱싱해요
팩에 들어 있어서
출근길에 한팩 들고가서
먹었어요
또 구매할꺼예요.",2023.03.09
93,10,간편해서 좋은데 무른게 많아서 좀 버리는게 있어요,2023.03.09
94,10,"탄탄하지는않아요
알도작은것같고",2023.03.09
95,10,달고 맛있어요. 상태도 좋네요,2023.03.09
96,10,탱글한 제픔으로 왔어요,2023.03.09
97,10,맛잏머요..; ㅎㅎㅎ,2023.03.09
98,10,신선한 상태로 받아서 바로 사용할 수 있어서 좋았어요,2023.03.09
99,10,세박스중 두박스는 상태가 괜찮았는데 한박스는 좀 시들한것들이 많았어요,2023.03.09
100,11,"맛있는 쌀, 더 오래 신선하게 간편하게보관하기!

저는 쌀에 잡곡을 섞지않고- 고슬고슬 윤기가 흐르는 흰쌀밥을 좋아해요! 그래서 마켓 컬리의 많은 종류의 쌀을 먹어보다가 조선향미로 정착했어요! 

우선 조선향미로 밥을 지으면 향부터 달라요. 
같은 종의 쌀을 타브랜드 제품으로먹어봤는데 다르더라구요. 
그때부터 고민없이 조선향미입니다. 

[좀더 맛있게 밥짓기]
물론 주관적인 입맛이긴하지만
고슬고슬 윤기촤르르르 밥을 좋아하시는 분들은 
이렇게 한번 해보세요! 
-찬물로 쌀을 씻는다. 
-맑은 물이 나올때까지 살살 씻는다. 
-물은 약간 적게 맞춘다. 
-오일을1T 넣는다(아보카도오일, mct, 코코넛 취향대로) 
이렇게하면 정말 탱글탱글 맛있는 밥이완성돼요! 

그리고 [밥짓기만큼 중요한 쌀보관. ]
저는 즉성도정미를 1kg씩 사서먹었어요. 
식구가 둘뿐이라 1키로면 일주일쯤 먹는데(1일1끼 주5일정도) 좀 번거롭더라구요. 비싸기도하구요. 
그래서 그냥 4키로를 사는 대신 신선하게 보관해보고자 
머리를 써봤어요. 
저희 부부는 한끼에 200g 정도의 쌀을 먹어서 
200g씩 진공포장했었는데 이거 너무 빡...센... 
그래서 200g정도씩 들어가는 밀폐 유리병을 준비해요. 
유리병에가득채워서 김치냉장고에 보관해두면 
매일 1병씩 털어서 쓰면 끝! 
퇴근해서 밥하려면 쌀 담고- 다시 보관하고.... 그것도 귀찮더라구요. 날잡아서 소분해두면 딱 좋아요. 

유리병이라 환경한테도 덜 미안하고 
(진공포장할땐 계속 비닐쓰레기가나와서 과소비같은 기분에 찜찜했어요)
재사용 가능해서 참 좋아요. 

쌀보관에 고민이신분들하고 나누고 싶네요:-)",2019.04.01
101,11,"결혼 전에는 쌀 선택하는 일이 이렇게 어렵고 까다로운 일인줄 몰랐습니다. 흑 ㅠㅠ
한국사람은 밥심이라는 말도 있잖아요~ 매일 하루 한끼 이상은 집밥을 먹으려고 노력하는 편인데
그러다보니 한국인에게 주식인 쌀은 정말 물과 공기만큼 중요하더라구요!
예전엔(시집 오기 전) 엄마가 해주는 밥이 그저 맛있고 최고라고 생각했었는데~
알고 보니 엄마도 시행착오를 거쳐서 드시는 쌀만 고집해서 드시는거였더라구요 ㅎㅎㅎ 
알아보니 친정에서 먹는 쌀은 우리 동네 마트엔 없고..... 사다 나르는 것도 한두번이지
(친정엄마는 메뚜기쌀이던데 - 메뚜기쌀도 종류가 어마무시....출처도 다 다르고 제가 찾는건 친정집 근처 지역밀착형 마트에만 판매했다는거) 
그렇게 나에게 맞는 쌀을 나도 찾아야겠다고 결심하고는 정말 다양한 품종을 먹어봤어요. 
주변 유부 친구들에게 조언도 구해보고 이러쿵저러쿵하면서 고시히카리부터 임금님쌀 이천쌀 여주쌀 등등 
다양한 쌀을 먹어봤는데 전 고시히카리가 그중에선 무난하게 괜찮은듯 하여 그걸 사먹다가 
임신하고서는 좀 더 까다롭고 철저하게 식재료를 구입하게 되면서 컬리를 통해 조선향미를 한번 구입해봤어요.
제 기준에서 쌀이 4킬로에 2만원 조금 넘으면 되게 비싸다고 생각해서... (물론 특등급에 좋은 쌀이긴 하지만요!) 
결재하면서도 한번 먹어보고 값어치만큼 못 할까 걱정하고 염려되는 맘이 좀 컸었는데~
막상 먹어보니 왜 이 돈 주고 사먹는지 알겠어요 ㅎㅎㅎㅎㅎㅎ
세상에나 마상에나 쌀 하나 바꾼걸로도 밥맛이 이렇게 좋아질수가 있네요?ㅎㅎ
저희 친정엄마도 저희집 와서 조선향미 먹어보고는 어디서 주문했냐고 하셨어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ대박쓰!!!
밥맛이 좋으니 국 하나만 데워놓고도 한그릇 뚝딱이고 김만 구워서도 한그릇 뚝딱이어요~~
물론 남편이랑 저녁식사 함께 할때는 각종 반찬 골고루 챙겨주려고 노력하죠 그래서인지 오빠도 요즘 밥을 기본 두그릇씩 먹네요? 풉
가격만큼 품질이 뛰어나고 퀄리티가 있으니 전 앞으로 변심없이 쭉 조선향미 먹으려고요 
10킬로 혹은 20킬로 이런식으로 좀 더 대용량으로 싸게 팔아주실 순 없을까요?^^^^^^^ 간절한 소망 한번 내비춰봅니다....큭",2019.02.10
102,11,항상 잘먹는 쌀이에요,2023.03.09
103,11,항상 사먹는 쌀예요 냄새 좋고 맛있어요,2023.03.09
104,11,맛잇어서 8키로 짜리 또시킴,2023.03.09
105,11,우리집 쌀은 조선향미,2023.03.09
106,11,후기가 좋아서 구매해봤는데 맛있었으면 좋겠네요,2023.03.09
107,11,밥맛 좋아서 계속 이거로 사먹고있습니다,2023.03.09
108,11,잘메을게요 ㅋㅋㅎㅎ,2023.03.09
109,11,쌀이 윤기나는게 좋아보여여. 아직 시식전인데 맛있었음 좋겠네요.,2023.03.09
110,12,"제 인생 토마토입니다! 
몇번째 재구매인지 이젠 셀수도 없네용~
시큼한 과일을 좋아하는편이 아니라 
돈 주고 과일 사먹는일이 거의 없는데 
컬리에서 이 스테비아 달음마토는 몇번째 사먹는건지~!!

일단은 달달하구 너무 맛있어요! 

토마토를 가까이 하면 의사랑 멀어진다 라는 말이 있듯이
토마토를 많이 먹어야 건강하다구 하잖아요!?

천연원료인 스테비아는 화학혼합 성분이 아닌거 아시죠?
설탕보다 높은 당도인데 몸에는 흡수 되지 않아 
건강하고 맛있게 먹을수 있어서 너무 좋구요 
달달하지만 칼로리는 낮아 다이어트에도 최고입니다

요거트나 그래놀라랑 먹어도 맛있구요~!
그냥 토마토 자체로만 먹어도 너무 맛있습니다!! 

고민말고 꼭 드셔보세요 
후회안합니당!!!!",2022.06.07
111,12,정말 달콤하고 탱글 맛있네요!! 다른 스테비아토마토는 넘 달면서 인공적인데 이 토마토는 인공적이지 않고 달콤하고 식감도 좋아요!!,2023.03.09
112,12,몇개 터지긴 했는데 맛은.여전히.좋아요,2023.03.09
113,12,토마토 너무달고 맛있어요,2023.03.09
114,12,맛있어여.. 싱싱해요,2023.03.09
115,12,"요즘 이 토마토에 꽂혀서 엄청 자주 시켜먹고 있네요.. 
맛있어요..",2023.03.09
116,12,샐러드랑 같이 사서 토마토 반으로 자르고오일 구워주면 끝,2023.03.09
117,12,달고 신선하고 맛있어요,2023.03.09
118,12,맛있으먼서도 칼로리 걱정 안하는 들어 토마토에요. 좋아요. 약간 중량이 부족해요.,2023.03.09
119,12,"진짜마싯어요
두번시켰어요
달아요
싱싱하구요",2023.03.09
