,item_name,price,item_img,sub_title,info_img,seller,package_type,package_detail,sell_unit,weight,origin,allergy,warning,item_detail,category
10,조선향미 4kg,"25,900","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653038353558l0.jpeg",오감만족 쌀밥의 품격(22년산 쌀),10,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1포,4kg,국내산,농산물로 별도의 유통기한은 없으나 가급적 빨리 섭취를 권장드립니다.,"햅쌀의 경우 수확초기 쌀알의 수분이 이전에 수확한 쌀에 비해 많기 때문에 밥을 지으실 때 평소보다 물양을 줄여서 짓는것을 권장합니다.
수령 즉시 밀폐 용기나 쌀통에 보관 해주시기 바라며, 사과나 마늘을 함께 넣어주시면 쌀벌레 유입을 막으실 수 있습니다.","오감만족 쌀밥의 품격
조선향미
조선향미로 지은 밥은 분명히 다릅니다. 밥에서 윤이 자르르 나고, 팝콘에서 날 법한 고소하고 달콤한 향까지 풍기거든요. 잡곡을 섞어 드셔도 상관없지만, 사실 조선향미는 흰 쌀밥으로 지었을 때 가장 맛있어요. 조선향미로 지은 쌀밥을 한번 경험하고 나면, 다른 쌀로 지은 밥은 먹기 싫을 정도죠. '프리미엄 쌀'이라는 수식어가 너무나도 자연스러운 조선향미, 이번에는 적당한 양으로 그 맛을 경험해보실 수 있도록 4kg 중량으로 준비했습니다. 찰지고 윤기가 자르르 흐르는 밥이 먹고 싶은 날, 조선향미로 밥을 지어 드셔 보세요.
Kurly's Check Point
고품격 쌀, 조선향미
우리는 예부터 유독 쌀밥과 인연이 깊습니다. 국내 요리만화의 기념비적인 작품 <식객>에는 ‘밥상의 주인은 밥이다’라는 표현이 등장하는데 어찌나 공감이 되던지요. 오늘의 주인공 조선향미는 우수한 향 유전자를 가진 벼와, 품질이 높은 쌀의 품종을 육성한 고기능성 제품이에요. 20년 넘게 밥맛의 질을 높이기 위한 고민들이 모여 훌륭한 쌀을 빚어냈어요. 특허등록과 품종보호권 등록까지 모두 마친 양질미 단일 품종이라 더욱 안심하고 드실 수 있습니다.
Kurly’s Tip
조선향미 맛있게 즐기기
?일반 쌀로 밥을 지을 땐 보통 손등까지 물이 차게 하지만, 조선향미는 손가락 마디 관절까지만 물을 넣습니다.
?중소립종으로 쌀알이 타 품종보다 작고 균일하므로, 10~15% 정도 물을 적게 넣어야 해요. 또한 오래 불리지 않아도 맛있습니다.
Tip. 밥 자체의 풍미가 좋아 특별한 반찬 없이 김 위에 올려 간장만 살짝 찍어 먹어도 맛있어요.
보관법
?개봉한 쌀은 냉장고 또는 서늘한 곳에 보관하세요. 조선향미의 향과 식감을 유지할 수 있는 방법이랍니다.
Kurly’s Note
<반유십이합설(盤有十二合設)>의 저자,
청나라 학자 장영(張英)과의 가상 인터뷰
“조선 사람들은 밥을 잘 짓는다. 밥알이 윤기가 있고 부드러우며 향긋하고 고루 익어 기름지다. 밥을 지을 때는 불을 약하게 하고 물은 적게 부어야 한다. 아무렇게나 밥을 짓는다는 것은 하늘이 내려 준 물건을 낭비하는 것이다”
<반유십이합설>中

Q. 안녕하세요. 간단히 소개 부탁드립니다.
A. 안녕하세요, 여러분. ‘밥을 맛있게 먹는 법’을 연구해온 장영입니다.

Q. 맛있고 즐거운 식사를 위한 열두 가지 조건을 제시하셨는데요. 어떤 내용들인가요?
A. 정확한 불 조절, 채소와 고기의 활용, 알맞은 그릇, 마음에 맞는 짝이 중요하다는 기록을 남겼습니다. 그중 밥을 맛있게 먹는 첫 번째 조건으로 가장 중요한 ‘쌀’을 꼽았지요. 기본에 충실한 것이야말로 최상의 맛을 느끼기 위한 첫걸음이니까요.

Q. 좋은 쌀의 기준이 되는 오늘의 제품, 조선향미에 대해 이야기해볼까요?
A. 조선향미의 하얀 윤기가 흐르는 쌀알은 취사 후에도 전분의 갈변과 노화가 늦어 밥이 누렇게 되지 않는 것이 특징이지요. 시간이 지나도 항상 윤기가 나며 밥이 식어도 굳지 않으니 이 제품의 강점으로 볼 수 있습니다.

Q. 좋은 쌀은 씻을 때부터 티가 나죠?
A. 그렇죠. 좋은 쌀은 씻을 때 그 소리가 아주 경쾌합니다. 조선향미를 잘 지어 먹어보면 부드럽게 톡톡 씹히는 기분 좋은 소리도 느끼실 수 있을 거예요.

Q. 쌀에도 향기가 있다고 하던데 좋은 쌀에선 어떤 향이 나나요?
A. 품질 좋은 쌀에서 풍기는 특유의 향이 있습니다. 조선향미는 구수하고 은은하게 옥수수 튀긴 향이 나는 데 중독성이 매우 강하지요.

Q. 밥을 씹을 때는 어떤 식감과 맛에 집중해야 할까요?
A. 갓 지은 밥을 씹을 때는 혀에서 느껴지는 특유의 감칠맛이 있지요. 특히, 조선향미의 경우에는 밥맛을 저하시기는 단백질 함량이 낮습니다. 저아밀로오스 찹쌀이 교배된 품종이라 씹을수록 탱탱한 식감이 살아있지요. (아밀로오스의 함량이 높을수록 찰기가 떨어집니다.)

Q. 조선향미를 맛보신 소감을 말씀해주시겠어요?
A. 조선 향미는 밥알들이 자연스레 어우러져 처음에는 단단하지만 씹을수록 부드러운 느낌을 받았습니다. 적당한 온도가 입안에 퍼지는 느낌이랄까요? 오감을 만족시키기에 충분한 쌀이었습니다.",fruit
11,[스윗볼] 스테비아 토마토 500g,"7,600","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653038832359l0.jpeg",한입에 톡 터지는 과즙,11,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,500g,국산,신선식품으로 별도의 유통기한은 없으나 가급적 빠른 시일 내에 드시길 바랍니다,"상품특성상 3%내외의 중량차이가 있을 수 있습니다.
신선식품 특성상 원물마다 크기 및 형태가 일정하지 않을 수 있습니다.
최대 구매 수량은 2개입니다.","한입에 톡 터지는 과즙
스윗볼 스테비아 토마토
달달한 맛이 일품인 스테비아 토마토를 소개할게요. 싱싱한 대추방울 토마토에 감미료를 주입하여 당도를 높인 토마토예요. 씹으면 톡 터지는 과즙은 과하게 달지 않아 부담 없이 즐기기 좋답니다. 앙증 맞은 크기 덕에 하나씩 쏙쏙 집어 먹기도 간편하지요. 토마토 특유의 새콤함을 싫어하셨던 분들도, 탱글탱글한 대추방울로 색다른 토마토의 세계를 경험해 보세요.
Kurly's Check Point
Kurly’s Tip
구입 전 참고사항
?원물의 색과 크기, 모양이 조금씩 다를 수 있으나, 맛에는 차이가 없어요. 초록색의 토마토도 후숙할 필요 없이 바로 섭취하시면 됩니다.
?스테비오사이드가 주입된 방울토마토입니다. 새콤한 맛이 거의 나지 않고 달달하게 즐길 수 있도록 가공되었어요.
보관법
?냉장 보관해 주세요. 수령 후 가능한 한 빠른 시일 내에 드시기를 권장 드려요.",fruit
12,영광 신동진 쌀 10kg,"27,500","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653038373359l0.jpeg",굵은 쌀알에 가득 들어찬 밥맛(10kg/1포),12,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1포,10kg,국산,농산물임으로 별도 유통기한은 없으나 가급적 빨리드시기 바랍니다.,"상품 특성상 상품의 중량에 3% 차이가 발생할 수 있습니다.
22년산입니다
해당 상품의 등급은 ""상""입니다","굵은 쌀알에 가득 들어찬 밥맛
영광 신동진쌀
밥맛을 결정하는 요소는 많지만, 꼬들꼬들한 식감을 빼놓을 수는 없을 거예요. 입 안 가득 씹는 재미와 담백한 맛을 동시에 선사해 줄 신동진쌀을 만나보세요. 맑은 공기와 깨끗한 물이 어우러진 영광에서 길러낸 쌀인데요. 알이 굵고 씹는 맛이 좋기로 유명한 신동진쌀을 단일 품종으로 담았습니다. 따끈하게 밥으로 지어내면, 알알이 들어찬 굵은 쌀알이 그득한 밥맛을 전해주지요. 넉넉하게 두고 드시기 좋은 양으로 준비했으니, 매일 먹는 쌀로 담아가 보세요. 그 어떤 반찬과도 잘 어울리는 풍미로 즐기기 제격일 거예요.
Kurly's Check Point
Kurly’s Tip
보관법
?쌀은 신선 식품이예요. 개봉 후에는 반드시 다른 용기에 옮겨 보관하세요.
?직사광선과 습기를 피해 서늘한 곳에서 보관하세요. 장기 보관 시에는 반드시 냉장 또는 냉동 보관해 주세요.
Tip. 잘 건조된 고추, 마늘, 사과 등을 함께 보관하면 쌀의 신선도 유지에 도움을 줄 수 있어요.
조리법
1. 쌀을 씻은 뒤 물의 양은 1.2~3배로 잡아주세요.
2. 처음에는 중약불로 끓여주다가, 물이 졸아들었을 때 약불로 줄여주세요.
3. 불을 내린 뒤 10~15분 정도 뜸을 들인 후 주걱으로 휘저어 주세요.
Tip. 하절기에는 30분, 동절기에는 40분 정도 불린 뒤 조리해 주세요.",fruit
13,[KF365] 방울토마토 500g,"5,500","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1637936421263l0.jpg","믿고 먹을 수 있는 상품을 합리적인 가격에, KF365",13,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,팩,500g,국산,농산물로 별도의 유통기한은 없으나 가급적 빠르게 드시기 바랍니다.,"식품 특성상 중량은 3% 내외의 차이가 발생할 수 있습니다.
제철 적기에 따른 품질 균일화를 위해 수시로 산지를 변경하고 있습니다.","가락 시장에서 신선하게 공수한
방울 토마토 500g
방울 토마토는 한 입에 쏙 넣어 간편하게 즐길 수 있으니 더욱 좋아요. 깨물면 톡 터지는 즐거움도 매력적이죠. 작지만 붉은 과육 속엔 라이코펜, 베타카로틴을 비롯해 각종 비타민이 풍성하게 들어 있어 매일매일 조금씩 챙겨 드시면 참 이로운데요. 컬리는 전국의 농산물이 모여드는 가락 시장에서 맛 좋고 품질 좋은 국내산 방울 토마토를 선별해 가져왔답니다. 1팩에 골라 담아 합리적인 가격으로 준비했어요. 출출할 때 간식으로 그냥 드셔도 좋지만 올리브유나 치즈, 견과류와 함께 곁들인다면 토마토 속 라이코펜 섭취를 보다 풍성히 누릴 수 있어요.
Kurly's Check Point
Kurly’s Pick
방울 토마토
?중량 : 500g
?특징 : 전국 농산물의 집결지인 가락 시장에서 엄선한 국내산 방울 토마토를 합리적인 가격으로 부담 없이 만나보세요.
?활용팁 : 지용성 영양소인 라이코펜, 베타카로틴 섭취를 풍성히 하려면 올리브유 등 오일과 곁들이거나 견과, 치즈, 우유와 함께 드세요.
Kurly’s Tip
보관법
?상한 방울토마토가 없는지 확인한 후, 꼭지를 제거한 상태로 냉장 보관하세요.
?물이 닿게 되면 과육이 쉽게 물러질 수 있어요. 물기가 없도록 키친타월을 깐 밀폐용기 안에 넣어 냉장 보관하세요.",fruit
14,[KF365] 대추방울토마토 750g,"7,900","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1637937073806l0.jpg","믿고 먹을 수 있는 상품을 합리적인 가격에, KF365",14,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,750g,국산,농산물로 별도의 유통기한은 없으나 가급적 빠르게 드시기 바랍니다.,"식품 특성 상 약 3%내외의 중량 차이가 있을 수 있습니다.
위 상품은 일반 등급 상품으로 산지 사정에 따라 GAP 인증표시가 없을 수 있습니다.","톡톡 씹히는 한 입 토마토
대추방울토마토
붉게 영근 대추방울토마토는 대추처럼 살짝 길쭉한 생김새와 단단한 과육을 지녔는데요. 씹을수록 톡톡 터지는 과즙은 금세 입안을 싱그럽게 채워줍니다. 붉은 한 알에 풍부한 맛과 영양을 오롯이 품은 대추방울토마토를 신선하게 전해드릴게요. 평소 방울토마토를 간식, 샐러드, 주스 등으로 꾸준히 드시는 분이라면 손쉽게 담아가 보세요. 여러 가지 메뉴에 알맞게 활용하기 좋은 양이랍니다.
Kurly's Check Point
Kurly’s Tip
모양과 크기가 일정하지 않아요
?신선식품 특성상 제품마다 원물의 크기 및 형태, 총 수량이 조금씩 다를 수 있으나 전체 중량은 750g 내외로 맞춰 보내드립니다.
이렇게 세척하세요
?방울토마토의 꼭지를 딴 후, 흐르는 물에서 깨끗이 세척하세요. 식초를 푼 물에 담가 충분히 흔들어 주셔도 좋아요.
이렇게 보관하세요
?물이 닿게 되면 과육이 쉽게 물러질 수 있어요. 냉장고 채소칸에 보관해두고, 섭취 직전에 세척하세요.
?미리 세척한 방울토마토는 물기를 제거한 후, 키친타월을 깐 밀폐용기 안에 넣어 냉장 보관하세요.
이렇게 활용하세요
?방울토마토에 십자로 칼집을 낸 후, 끓는 물에 살짝 데쳐 껍질을 벗겨주세요. 발사믹, 올리브유, 꿀을 섞어 재워두면 색다른 토마토 절임이 완성됩니다.",fruit
15,성주 참외 1.5kg (4~7입),"17,990","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653038449592l0.jpeg",뽀얀 과육에 담긴 시원한 단맛,15,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1봉,1.5kg내외,국산,농산물임으로 별도 유통기한은 없으나 가급적 빨리 드시길 바랍니다.,16.1 Brix 이상,"뽀얀 과육에 담긴 시원한 단맛
성주 참외
경북 성주는 풍부한 일조량, 물 빠짐이 좋은 미사질 토양을 지녀 참외를 재배하기에 최적의 조건을 갖춘 곳인데요. 참외가 참 신선하고 맛이 좋다 싶으면 역시나 성주에서 온 참외이곤 하지요. 컬리는 과실이 통통하게 잘 여문 향긋한 성주 참외를 온 가족이 함께 즐길 수 있는 양으로 담아 준비했어요. 시원한 냉장고 혹은 찬물에 잠시 두었다가 꺼내 먹으면, 참외의 달콤한 향이 더욱 선명하게 느껴질 거예요. 아삭아삭한 식감, 함뿍 배어 나오는 달큰한 과즙을 그대로 음미해 보세요.
Kurly's Check Point
Kurly’s Tip
구입 전 참고사항
?신선식품 특성상 제품마다 원물의 크기 및 형태, 총 수량이 조금씩 다를 수 있습니다.
보관법
?참외는 차가울수록 단맛이 더욱 선명해져요. 성주 참외를 시원하고 달콤하게 맛볼 수 있도록 수령 후 0~5℃에서 냉장 보관하세요.
Tip. 차가운 물속에 잠시 담가두어도 참외의 단맛이 더 살아납니다.
활용팁
?참외 속을 파내고 과육 부분만 썰어, 색다른 장아찌와 피클을 만들어보세요. 새콤달콤하게 입맛을 돋우는 반찬으로 손색없답니다.",fruit
16,금실 딸기 500g,"15,900","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1581671553838l0.jpg",탄탄한 과육을 뽐내는 금실딸기,16,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,500g내외,국산,신선식품으로 별도의 유통기한은 없으나 가급적 빠른 시일 내에 드시길 바랍니다.,9.8 Brix 이상,"탄탄한 과육을 뽐내는 딸기
금실 딸기
기다리고 기다리던, 딸기가 가장 맛있는 계절이 찾아왔어요. 컬리는 그중에서도 맛과 식감이 뛰어난 '금실' 품종을 준비했습니다. 금실 딸기는 설향보다 단단한 과육, 살짝 베어 물었을 때 흘러내리는 상큼한 과즙이 특징이에요. 특히 지금 선보이는 금실 딸기는 더욱 깨끗하게 재배하기 위해 땅에 비닐을 씌워 길러냈답니다. 스스로를 딸기 마니아라 자부한다면, 금실 딸기에 담긴 품격 있는 새콤달콤함을 지금 누려보세요.
Kurly's Check Point
Kurly’s Tip
모양과 크기가 일정하지 않아요
?사진과 같이, 신선식품 특성상 원물마다 형태 및 사이즈, 총 수량이 조금씩 다를 수 있어요. 딸기는 500g 중량 기준으로 담아 보내드립니다.
과육이 쉽게 무를 수 있어요
?딸기 원물 특성상 간혹 표면이 눌리거나 짓무른 채 배송될 수 있어요. 제품 신선도와 품질에는 이상이 없는 점 알려드립니다.
?오래 놔두면 과육이 쉽게 터지거나 무를 수 있으니, 가급적 수령 직후에 바로 섭취해 주세요.
이렇게 배송해 드려요
?1단 포장 : 2단 포장 시 아랫단의 딸기가 눌리는 현상을 예방하고자 1단 포장을 시행하고 있어요.
?스티로폼 패킹 : 얇은 스티로폼 커버를 바닥과 딸기 사이에 넣어 짓무름을 방지하고 있어요.
이렇게 보관하세요
1. 짓무르거나 멍이 든 딸기가 있는지 확인하세요.
2. 밀폐용기 바닥에 키친타월을 한 겹 깔아주세요.
3. 딸기를 세척하지 않은 상태로, 꼭지가 아래를 향하도록 나란히 세워주세요.
4. 딸기끼리 서로 닿지 않도록 키친타월로 칸막이를 만들어주세요.
5. 밀폐용기 뚜껑을 닫지 말고, 키친타월만 살짝 덮어준 상태에서 냉장 보관하세요.
이렇게 세척하세요
?흐르는 물로 가볍게 헹궈 바로 드세요. 물에 오래 담가두었다가 섭취할 경우 딸기 특유의 맛과 향, 영양소가 파괴될 수 있습니다.
?베이킹 소다, 과일 세정제 등을 푼 물에 살짝 담갔다가 꺼낸 뒤 흐르는 물로 헹궈주셔도 좋아요.
Kurly’s Note",fruit
17,[KF365] 아보카도 (1개),"2,390","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/165303553166l0.jpg",숲속의 버터,17,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1개,1박스 48과 기준 사이즈 190g 내외,멕시코산,신선식품으로 별도의 유통기한은 없으나 최대한 빠른 섭취 부탁드립니다,"아보카도는 수령 후 즉시 지퍼백에서 꺼내어 보관 부탁드리겠습니다. 지퍼백 내부에 보관 시 습기로 인해 곰팡이 발생 및 쉽게 변질되는 점 참고 부탁드리겠습니다.
아보카도 후숙 관련 tip은 컨텐츠 중간에 기재되어 있으며, 구매시 참고 부탁드리겠습니다.","버터 같은 과일
아보카도
부드럽고 고소한 아보카도 과육은 마치 싱그러운 버터를 한 입 베어 문 것 같은 착각에 빠지게 만들어요. 아주 신선하고 촉촉하면서도, 느끼하지 않아 늘 생각나곤 하는데요. 미네랄과 아미노산, 비타민 등 그 안에 담긴 영양성분만 봐도 아보카도가 왜 '슈퍼푸드'라 불리는지 단번에 알 수 있답니다. 컬리가 영양 가득한 아보카도 1개를 엄선해 문 앞까지 전해드릴게요. 크리미하게 녹아드는 담백한 아보카도로 남다른 맛과 비주얼의 요리를 만들어보세요. 익을수록 점점 껍질 색깔이 진해지니, 취향에 맞게 후숙해 녹진한 풍미를 한껏 누려봐도 좋을 거예요.
Kurly's Check Point
Kurly’s Tip
생김새가 일정하지 않아요
? 신선식품 특성상 원물마다 크기 및 형태, 후숙 정도가 조금씩 다를 수 있습니다.
후숙이 필요해요
? 아보카도는 후숙 과일이에요. 수령 후 껍질이 아직 푸릇한 녹색이라면, 거뭇하게 변할 때까지 상온에 보관하여 후숙하세요.
Tip. 익지 않은 아보카도를 냉장 보관하면, 시간이 지나도 후숙이 안될 수 있어요. 후숙을 위해서는 반드시 상온에 보관하세요.
? 통풍이 잘 되는 봉투나 신문지에 싸서 후숙하세요. 비닐이나 지퍼백처럼 통풍이 되지 않는 소재에 넣고 후숙하면 아보카도가 썩을 수 있어요.
Tip. 조금이라도 빨리 후숙하고 싶다면, 사과를 아보카도와 함께 넣어 보관하세요.
? 껍질 색깔로 후숙된 정도를 확인하기 어렵다면, 아보카도 과육을 손으로 눌러보세요. 살짝 말랑말랑하게 느껴질 때 섭취하시면 됩니다.
Tip. 과후숙된 아보카도는 속이 살짝 거뭇거뭇해요. 후숙이 더 진행된 것일 뿐, 드셔도 이상은 없답니다. 갈색 심지가 생겼다면 살짝 걷어낸 뒤 섭취해 주세요.
이렇게 손질하세요
1. 씨가 들어있는 정중앙에 칼을 대고, 세로 방향으로 서서히 칼을 넣어주세요.
2. 씨의 표면을 따라, 아보카도를 시계 방향으로 돌려가며 반으로 잘라주세요.
3. 잘린 아보카도를 양손으로 하나씩 잡고 비틀며 서로 분리하세요.
4. 동그란 씨앗이 보이면, 씨앗을 칼날로 찍어 빼내세요.
5. 껍질을 벗기거나, 숟가락으로 과육을 부드럽게 파내세요.
이렇게 활용하세요
? 슬라이스한 아보카도를 간장에 찍은 뒤, 김에 밥과 함께 돌돌 말아보세요. 한 끼 식사를 간편하고 맛있게 해결할 수 있어요.
? 빵 위에 아보카도를 올린 후 올리브 오일, 라임즙, 후추, 크러쉬드 페퍼를 뿌리면 근사한 오픈 샌드위치가 탄생합니다.
? 아보카도 씨를 제거한 자리에 달걀을 넣고 오븐에 구운 '베이크드 인 아보카도'를 내어보세요.
? 아보카도와 바나나를 함께 갈아주면 맛과 영양 모두 훌륭한 웰빙 주스가 완성됩니다.
Kurly’s Recipe
과카몰리
재료
(2인분 기준) 양파 1/8개, 토마토 1개, 할라피뇨 고추 1/4개, 후숙된 아보카도 1개, 라임즙 2큰술, 토마토 소스 1큰술, 파마산 치즈 가루 2작은술, 소금 한 꼬집, 후추 한 꼬집
RECIPE
1. 양파는 잘게 다진 후, 매운맛이 제거되도록 미지근한 물에 담가둡니다.
2. 토마토와 할라피뇨 고추를 작은 크기로 깍둑썰기 합니다.
3. 후숙된 아보카도는 반을 갈라 씨앗을 제거하고, 숟가락을 이용해 껍질과 과육을 분리합니다.
4. 볼에 ①, ②, ③을 넣고 라임즙과 토마토 소스, 파마산 치즈 가루, 소금, 후추를 뿌립니다.
5. ④의 아보카도를 숟가락으로 잘 으깬 뒤, 재료들이 어우러지도록 골고루 섞습니다.",fruit
18,국산 블루베리 100g (특),"10,990","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653038519929l0.jpeg",신선하게 즐기는 보랏빛 달콤함,18,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,100g내외,국산,농산물이므로 별도의 유통기한은 없으나 가급적 빠르게 드시기 바랍니다.,"신선식품 특성상 원물마다 크기 및 형태가 일정하지 않을 수 있습니다.
상품특성상 3%내외의 중량차이가 있을 수 있습니다.
두 군데 이상의 산지 운영으로 패키지가 상이할 수 있습니다. 다만 중량과 크기는 모두 동일한 점 구매에 참고부탁드립니다","신선하게 즐기는 보랏빛 달콤함
국산 블루베리 (특)
한알 한알 즐거움을 더해줄 블루베리를 만나보세요. 국내 농가에서 기른 블루베리를 소용량으로 준비했습니다. 아쉽지 않은 '특' 사이즈로만 선별해 담았는데요. 알이 비교적 큼직해 씹는 재미가 쏠쏠하고, 한두 번에 나눠 신선하게 드시기 좋지요. 흐르는 물에 가볍게 씻어 그대로 드셔보세요. 요거트나 팬케익을 장식하는 토핑으로도 제 역할을 할 거예요.
Kurly's Check Point
Kurly’s Tip
구입 전 참고사항
?국산 블루베리의 사이즈를 확인하세요. 상은 13mm 이상, 특은 16mm 이상으로 선별해 보내드려요.
?중량 기준으로 보내드리는 상품이에요. 원물의 총 개수, 형태는 조금씩 다를 수 있음을 알려드립니다.
보관법
?블루베리가 담긴 포장 용기째로 냉장실에 두어 보관하세요.
?세척 후 보관하는 경우, 물기가 남아있지 않도록 키친타월을 깔고 냉장 보관하세요.
?오래 보관하고 싶다면, 세척한 블루베리를 밀폐 용기에 담아 냉동 보관하세요.
세척법
?흐르는 물로 가볍게 헹궈주세요. 물에 오래 담가두거나 문질러 세척하게 되면, 블루베리 특유의 맛과 향이 쉽게 사라질 수 있어요.
?세척 후에는 키친타월로 물기를 톡톡 닦아주세요.",fruit
19,칼집 군밤용 처음밤 400g,"7,160","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1583486742693l0.jpg",22년 수확 햇밤,19,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,400g,국내산,신선식품으로 별도의 유통기한은 없으나 가급적 빠른 시일 내에 드시길 바랍니다.,"수령 직후 반드시 냉장보관하시고 빠른 시일 내 드시길 바립니다.
식품 특성상 중량은 3% 내외의 차이가 발생할 수 있습니다.
-기존에 받아보시던 밤대비 사이즈가 살짝 작아졌을 수 있습니다. 이는 특대사이즈 밤이 모두 소진되어 아랫단계의 대사이즈 상사이즈 밤으로 칼집작업하여 보내드리기 때문입니다. 처음밤의 경우 포르단품종의 밤으로 상대적으로 다른 밤들 대비 사이즈가 크며, 껍질이 잘까지는 것이 특징인 밤입니다. 사이즈가 기존대비 작아졌을뿐 맛과 껍질의 까지는정도는 여전히 동일 합니다.","그대로 구워 즐기는 금빛 달콤함
칼집 군밤용 처음밤
먹음직스러운 노란 속살에 은근한 달콤함을 품은 군밤을 마다할 분은 없을 거예요. 컬리는 달콤한 군밤을 집에서도 손쉽게 완성할 수 있는 '처음밤'을 준비했어요. 밤의 명산지인 공주에서 수확한 생밤을 세척한 후, 군밤용으로 알맞게 손질했는데요. 광택이 짙고, 과육이 단단한 밤만을 골라 가로로 깊게 칼집을 내 담았답니다. 번거로운 과정 없이, 그대로 에어프라이어에서 조리하면 완성이죠. 잘 구워진 군밤의 껍질은 손으로도 솔솔 벗겨진답니다. 노란 속살을 한 입에 쏙 넣어 즐기면, 달콤하고 포슬포슬한 그 맛에 자꾸 손이 갈 거예요.
Kurly's Check Point
Kurly’s Pick
칼집 군밤용 처음밤
?중량 : 1팩(400g)
?특징 : 군밤용으로 칼집을 낸 공주산 생밤입니다. 손질이 완료된 밤이라 에어프라이어, 팬에 넣고 조리하면 손쉽게 군밤을 완성할 수 있어요.
?보관법 : 반드시 냉장 보관하세요. 가급적 빠른 시일내에 섭취하셔야 본연의 맛을 즐길 수 있어요.
Kurly’s Tip
처음밤, 냉장 보관하세요
?생물 밤 제품으로, 차갑게 보관해야 신선한 상태로 즐길 수 있어요. 온도를 일정하게 유지할 수 있는 김치 냉장고 보관을 가장 추천드리며, 냉장실 채소칸에서 보관해도 무방해요.
처음밤의 사이즈를 확인하세요
?처음밤은 공주에서 재배된 신품종으로, 우리에게 익숙한 옥광, 삼조생, 대보 품종보다 사이즈가 큰 편이에요. 사진으로 각의 밤의 크기를 비교해 보세요.
군밤, 이렇게 조리하세요
?에어프라이어 조리 : 처음밤을 겹치지 않게 한 줄로 바스켓에 넣은 뒤 180℃에서 약 15~20분간 조리해 주세요.
?팬 또는 직화냄비 조리 : 처음밤을 한 줄로 깐 뒤 중불에서 약 15~20분간 고루 익혀 주세요.
Tip. 각 가전제품의 사양에 따라 조리 시간이 다를 수 있으므로, 필요에 따라 추가 조리해 속까지 익혀드세요.
속껍질까지 잘 벗겨져요
?칼집 군밤용 처음밤은 별도의 도구 없이도 속껍질을 벗겨낼 수 있어요. 직접 껍질을 벗겨 먹는 재미까지 즐겨보세요.
안심하고 드세요
?처음밤을 조리했을 때, 거품과 액체가 발생할 수 있는데요. 수분이 함유된 과채류의 특성상, 온도 변화에 따라 발생하는 현상이며 제품의 이상이 아님을 알려드려요.",fruit
20,세척사과 1.4kg (7입),"10,900","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/30b30de4-14f7-438a-844d-604b5a2acde9.jpg",껍질째 바로 먹는 간편 사과,20,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1박스,1.4kg내외,국산,농산물로 별도의 유통기한은 없으나 가급적 빠르게 드시기 바랍니다.,13.1 Brix 이상,"껍질째 바로 먹는 간편 사과
세척사과
아침을 여는 과일로, 또는 식후 디저트로 사과를 즐겨 찾는 분들 많으실 텐데요. 더욱 더 간편하게 드실 수 있는 세척사과를 소개할게요. 잘 익은 국산 사과를 오존수로 깨끗하게 세척해 개별 포장했답니다. 따로 씻을 필요 없이 포장만 뜯으면 껍질째 먹을 수 있어 무척 간편하지요. 일반 사과에 비해 아담한 사이즈로 선별해, 한번에 먹기도 알맞답니다. 바쁜 아침이나 피크닉 등 야외에 챙겨가기에도 안성맞춤일 거예요.
Kurly's Check Point
Kurly’s Tip
보관법
?0~5℃에서 냉장 보관하세요.
Kurly’s Note",fruit
