,item_name,price,item_img,sub_title,info_img,seller,package_type,package_detail,sell_unit,weight,origin,allergy,warning,item_detail,category
10,[앤쿡] 한끼 노르웨이 고등어 660g (6쪽) (냉동),"8,980","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/99794a15-a27d-4d86-9ecf-e1134a468a46.jpg",넉넉하게 구비하는 영양 반찬,10,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,660g,상품설명/상세정보 참조,"- 고등어 함유
- 본 제품은 우유, 대두, 밀, 게, 새우, 쇠고기, 오징어, 조개류(굴, 전복, 홍합 포함)을 사용한 제품과 같은 제조시설에서 제조",수령일 포함 최소 185일 남은 제품을 보내드립니다.(총 유통기한 365일),"넉넉하게 구비하는 영양 반찬
[앤쿡]
한 끼 노르웨이 고등어
온 가족을 위한 영양 반찬으로 제격인 등 푸른 생선, 조금 더 간편하게 즐겨보세요. 지금 소개하는 한 끼 노르웨이 고등어는 머리와 내장, 꼬리를 깔끔하게 손질해 두어 바로 요리에 사용할 수 있는 제품이에요. 따로 소금 간을 하지 않아 취향에 맞게 양념을 더하기에도 좋답니다. 한 쪽씩 개별 포장해 6팩을 담았으니 든든하게 구비해 보세요. 노릇한 생선구이부터, 조림, 찜 요리 등 다채롭게 즐길 수 있을 거예요.
Kurly's Check Point
Kurly’s Pick
한 끼 노르웨이 고등어
?중량 : 1봉(660g / 6팩)
?특징 : 신선한 노르웨이산 고등어를 먹기 좋게 손질해 담았어요. 그대로 요리에 활용할 수 있어 간편합니다.
Kurly’s Tip
이렇게 보관 및 해동하세요
?-18℃ 이하에서 냉동 보관하세요.
?냉동 상태의 고등어를 포장된 채로 냉장실에 두고 충분히 해동하세요.
구입 전 참고하세요
?고등어의 머리와 내장, 꼬리, 큰가시는 제거했으나, 잔가시는 남아있어요. 섭취 시 주의해 주세요.
?원물 특성상 모양과 크기가 조금씩 다를 수 있어요. 660g에 맞추어 6팩을 담았습니다.",seafood
11,[풀무원] 전통김부각 50g 3종 (택 1),"3,480","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/69debfd2-d2d4-4d63-8c83-54bbfe3b0dd5.jpg",국산 김의 바삭한 변신,11,컬리,상온 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1봉,각 50g,상품설명/상세정보 참조,"- 콘소메맛 : 우유, 대두, 밀 함유
 - 할라피뇨맛 : 토마토 함유 
- 이 제품은 우유, 메밀, 땅콩, 대두, 밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 닭고기, 쇠고기, 오징어, 잣, 알류, 조개류(굴, 전복, 홍합 포함)을 사용한 제품과 같은 제조시설에서 제조",수령일 포함 80일 이상 남은 제품을 보내 드립니다. (총 유통기한 180일),"국산 김의 바삭한 변신
[풀무원] 전통김부각 3종
입이 심심할 때 간단하게 꺼내 먹기 좋은 간식을 소개할게요. 바른 먹거리를 주도하는 브랜드, 풀무원이 선보이는 전통김부각입니다. 깨끗하고 품질 좋은 장흥산 무산김에 찹쌀풀을 바르고 바삭하게 튀겨 만들었어요. 매번 새 기름에 튀겨 기름지는 것 없이 담백하고 경쾌한 식감이 돋보이지요. 표고버섯과 다시마, 양파를 황금 비율로 배합한 밑육수를 사용해 풍부한 감칠맛까지 더해주었답니다. 총 3가지 맛으로 준비했으니 취향에 따라 선택해 보세요.
Kurly's Check Point
Kurly’s Pick
01. 전통김부각 오리지널
?중량 : 1봉(50g)
?특징 : 천일염과 설탕으로 간을 더해 살짝 짭조름하면서도 은은한 단맛이 나는 김부각이에요.
02. 전통김부각 콘소메
?중량 : 1봉(50g)
?특징 : 바삭한 김부각에 콘스프맛 시즈닝을 입혀, 달달하면서도 짭짤한 맛이 매력적이에요.

03. 전통김부각 할라피뇨
?중량 : 1봉(50g)
?특징 : 바삭한 김부각에 할라피뇨시즈닝을 더해, 매콤하면서도 고소한 감칠맛이 돋보여요.
Kurly’s Tip
보관법
?1~35℃ 사이의 실온에 보관하세요.",seafood
12,[모현상회] 싱싱 바지락살 생미역국,"8,500","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/1b478874-778a-4322-a7ac-62eba7a44984.jpg",구수하고 시원한 풍미,12,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,249g,상품설명/상세정보 참조,"-조개류(바지락)함유
-본 제품은 난류, 우유, 메밀, 땅콩, 대두, 밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 닭고기, 쇠고기, 오징어, 조개류(굴, 전복, 홍합 포함), 잣을 사용한 제품과 같은 시설에서 제조",수령 후 가급적 빠른 섭취 부탁드립니다.,"구수하고 시원한 풍미
[모현상회]
싱싱 바지락살 생미역국
바지락을 넣고 끓인 미역국은 개운하고 담백한 국물 맛이 인상적인데요. 그 맛을 가정에서 손쉽게 즐기고 싶다면 모현상회의 미역국을 만나보세요. 깨끗이 해감을 끝낸 바지락 살을 푸짐하게 담고요. 미역은 국산 생미역을 사용해 술술 넘어갈 만큼 부드러운 식감이 남다르답니다. 동봉된 참기름에 볶다가 푹 끓이면 시원한 감칠맛이 깃든 미역국이 금세 완성되지요. 미역국에 필요한 모든 재료가 담겼으니 뜨끈한 국물이 생각나는 날, 간편하게 마련해 보세요.
Kurly's Check Point
Kurly’s Pick
싱싱 바지락살 생미역국
?중량 : 1봉(249g)
?구성 : ①미역(국산), ②바지락살(국산), ③참기름
?특징 : 미역국을 끓이는 데 필요한 재료를 모두 담았어요. 2인이 즐기기 알맞은 양입니다.
Kurly’s Tip
조리법
1. 미역과 바지락을 흐르는 물에 한번 세척해주세요.
2. 냄비에 참기름을 두르고 미역, 바지락을 넣어 미역이 연한 초록색으로 변할 때까지 볶아주세요.
3. 물 600~700mL를 넣고 팔팔 끓이면서 소금 또는 국간장으로 취향에 맞게 간을 해주세요.
Tip. 오래 끓일수록 더욱 깊은 맛이 납니다. 오래 끓일 경우, 물을 더 추가해주세요.
보관법
?0~10℃ 이하에서 냉장 보관하세요.",seafood
13,[속초오마니] 달콤 황태 무침 200g,"7,200","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/03a0eebb-3458-45d4-8b00-1b2dd1068716.jpg",달콤 쫀득한 별미 반찬,13,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1통,200g,상품설명/상세정보 참조,"-본 제품은 굴, 새우, 오징어, 조개류, 땅콩, 밀, 대두를 사용한 제품과 같은 제조시설에서 제조",수령일 포함 최소 365일 남은 제품을 보내드립니다.(총 유통기한 730일),"달콤 쫀득한 별미 반찬
[속초오마니]
달콤 황태 무침
입맛 없는 날, 밥 한 공기쯤은 금세 비워내줄 별미 반찬을 소개할게요. 속초오마니가 선보이는 달콤 황태 무침입니다. 두툼한 황태살 속 잔가시를 하나하나 제거한 뒤, 먹기 좋은 크기로 결을 따라 찢어주고요. 간장과 쌀조청, 매실청 등을 황금 비율로 배합한 비법 양념에 조물조물 무쳐 주었어요. 달콤한 양념이 촉촉하게 배어들어 딱딱하지 않고 부드럽답니다. 따끈한 흰밥에 올려먹는 밑반찬은 물론, 냉면 위에 풍성함을 더해줄 고명으로도 추천할게요.
Kurly's Check Point
Kurly’s Tip
구입 전 참고사항
?자연 원물로 만드는 제품 특성상 크기나 두께가 일정하지 않을 수 있습니다. 총 중량은 동일하오니, 구입 전 참고해주세요.
보관법
?수령 후 -18ºC 이하에서 냉동 보관하고 조금씩 덜어 드세요.",seafood
14,[속초오마니] 매콤 황태 무침 200g,"7,200","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/e2763740-22f0-4c19-aa36-0cd4e8fe8f9c.jpg",매콤 쫀득한 별미 반찬,14,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1통,200g,상품설명/상세정보 참조,"-본 제품은 굴, 새우, 오징어, 조개류, 땅콩, 밀, 대두를 사용한 제품과 같은 제조시설에서 제조",수령일 포함 최소 365일 남은 제품을 보내드립니다.(총 유통기한 730일),"매콤 쫀득한 별미 반찬
[속초오마니]
매콤 황태 무침
입맛 없는 날, 밥 한 공기쯤은 금세 비워내줄 별미 반찬을 소개할게요. 속초오마니가 선보이는 매콤 황태 무침입니다. 두툼한 황태살 속 잔가시를 하나하나 제거한 뒤, 먹기 좋은 크기로 결을 따라 찢어주고요. 고추장과 매실청, 마늘 등을 황금 비율로 배합한 비법 양념에 조물조물 무쳐 주었어요. 양념을 한껏 머금고 있어 질기지 않고 부드럽답니다. 따끈한 흰밥에 올려먹는 밑반찬은 물론, 냉면 위에 풍성함을 더해줄 고명으로도 추천할게요.
Kurly's Check Point
Kurly’s Tip
구입 전 참고사항
?자연 원물로 만드는 제품 특성상 크기나 두께가 일정하지 않을 수 있습니다. 총 중량은 동일하오니, 구입 전 참고해주세요.
보관법
?수령 후 -18ºC 이하에서 냉동 보관하고 조금씩 덜어 드세요.",seafood
15,스텔라마리스 오이스터 개체굴 중 2kg (생물) (예약일 수령),"49,500","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/aa7ff78b-3968-4aff-b7bd-c54f26fa19db.jpg",한입에 꽉 차는 진한 부드러움,15,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1box,2kg,상품설명/상세정보 참조,조개류(굴) 함유,수령 후 가급적 빠른 섭취 부탁 드립니다,"한입에 꽉 차는 진한 부드러움
스텔라마리스
오이스터 개체굴 중
단단한 패각을 열면 빈틈 없이 꽉 찬 속살이 모습을 드러냅니다. 고급 레스토랑에서만 만날 수 있던 이 굴은 유럽형 양식법으로 생산한 스텔라마리스 개체굴이에요. 식감이 무척 부드러울 뿐 아니라 특유의 바다 향이 덜하고 단맛이 도드라져, 초보자부터 마니아까지 모두의 입맛을 사로잡기로 유명한데요. 이 맛을 집에서도 편히 즐길 수 있도록, 컬리는 태화물산이 재배한 큼직한 중 사이즈 오이스터 2kg과 전용 나이프를 함께 담아 준비했어요. 특별한 날을 빛내줄 뻔하지 않은 메뉴를 찾으셨다면, 야심 차게 마련해 보세요.
Kurly's Check Point
사계절 내내 즐기는 신선함
한국은 세계 양식 굴 생산량 1위를 기록하는 국가이지만, 주로 굴을 다발로 키우는 수하식 양식이 대부분인데요. 태화물산은 굴 종패를 이용한 개체굴 양식법을 적용해 스텔라마리스 품종 개체굴 양식에 성공했어요. 산란을 하지 않는 3배체 굴에 속하는 스텔라마리스는 번식에 필요한 에너지를 성장을 높이는데 쏟는데요. 덕분에 수하식에 비해 알맹이의 비만도가 우수할 뿐 아니라 산란기인 여름철에도 속이 꽉 차 있답니다. 굴 특유의 신선한 향과 고소한 풍미가 생각나는 날엔 언제든 스텔라마리스를 찾아주세요.
Kurly’s Tip
오이스터 바를 연출해 보세요
?레몬즙과 타바스코 소스 : 굴의 신선함을 더욱 돋보이게 하는 조합으로, 가장 많이 곁들이는 소스 중 하나예요. 레몬즙의 상큼함과 타바스코 소스의 매콤함이 굴의 비릿한 맛을 잡아주고 뒷맛이 깔끔하게 마무리될 수 있도록 합니다.
?레몬즙과 트러플 오일 : 은은한 트러플의 풍미와 상큼한 레몬즙이 신선한 바다 내음과 조화롭게 어우러질 거예요.
?새우와 토마토, 타바스코 소스 : 칵테일 새우와 다진 토마토를 얹은 후 타바스코 소스를 살짝 뿌려 주세요. 탱글한 새우의 식감과 신선한 토마토 향이 더해져서 소스만 곁들여 먹는 것과는 또 다른 매력을 느낄 수 있습니다.
?미뇨네트 소스 : 레드 와인 식초와 양파, 후추 등을 섞어 미뇨네트 소스를 만들어 보세요. 굴을 더욱 고급스럽고 섬세하게 즐길 수 있는 방법입니다.
Tip. 굴과 잘 어울리는 위스키나 화이트 와인 등을 페어링해서 즐겨 보세요.
Kurly’s Pick
스텔라마리스 오이스터 개체굴 중
?구성 : ①스텔라마리스 중(2kg), ②전용 나이프
?특징 : 프리미엄 품종인 스텔라마리스 개체굴입니다. (중) 사이즈 오이스터 약 30개와 전용 나이프를 함께 보내드려요.
Kurly’s Tip
크기를 비교해 보세요
?스텔라마리스 개체굴의 크기를 비교해 보세요. 신선식품 특성상 모양과 크기가 조금씩 다를 수 있으나, 사이즈에 맞는 오이스터를 선별해 보내 드려요.
?(중) 사이즈는 개당 60g~80g 중량의 오이스터입니다.
이렇게 손질하세요
1. 솔을 이용해 흐르는 물에 오이스터 껍데기에 있는 이물질을 제거해 주세요.
2. 전용 나이프를 이용해 경첩 부위에 칼 끝을 밀어 넣어 주세요.
3. 칼 면을 회전해 틈을 벌린 뒤, 관자 부분과 윗 껍질 사이를 긁어 잘라 주세요.
4. 윗 껍질을 제거하고 아랫쪽 관자와 껍데기 사이를 잘라 알맹이를 분리하세요.
5. 탈각 시 생긴 잔여물을 흐르는 물에 간단히 헹구어 주세요.
Tip. 오이스터의 염도는 흐르는 물에 세척해 취향에 맞게 조절할 수 있습니다.
이 점 유의하세요
?세척 및 탈각 시 반드시 두꺼운 장갑을 착용해 주세요. 오이스터의 표면이 거칠고 날카로워 맨손으로 손질할 경우 다칠 위험이 있습니다.
?평소 배탈이 잘 나거나 컨디션이 안 좋다면 반드시 익혀 드세요.
?노약자, 임산부, 어린이 등 면역이 약한 분들도 익혀 드시기를 권장 드려요.",seafood
16,[안주야] 먹태열풍 25g 3종 (택1),"3,700","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/ecf5bb4b-2b8c-4500-8e2f-dde063aa2434.jpg",열풍으로 구워 더 바삭한,16,컬리,상온 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1봉,25g/ea,상품설명/상세정보 참조,"- 청양데리야끼 : 대두, 밀 함유
 - 스위트허니 : 대두, 알류, 밀, 우유 함유
 - 매콤불닭 : 대두, 밀, 쇠고기, 우유, 닭고기, 조개류(굴) 함유",수령일 포함 180일 이상 남은 제품을 보내 드립니다. (총 유통기한 365일),"열풍으로 구워 더 바삭한
[안주야]
먹태열풍 3종
한 모금 시원하게 들이킬 때면, 절로 생각 나는 고소한 안주가 있지요. 간단하게 꺼내 먹기 좋은 안주야의 먹태열풍을 소개합니다. 두툼하게 손질한 먹태를 열풍으로 바삭하게 구워 만들었는데요. 쫄깃하고도 경쾌한 식감을 입안 가득 즐길 수 있어 더욱 만족스러워요. 각기 다른 소스를 입은 세 가지 상품을 준비했으니 취향에 맞게 골라 보세요. 간단한 안주는 물론, 야외 활동 시에 준비하는 간식으로도 제격이랍니다.
Kurly’s Pick
01. 먹태열풍 청양데리야끼맛
?중량 : 1팩(25g)
?특징 : 청양 데리야끼 소스가 배어 들어, 매콤하면서도 짭짤한 맛이 매력적이랍니다.
02. 먹태열풍 스위트허니맛
?중량 : 1팩(25g)
?특징 : 국내산 사양벌꿀로 만든 스위트 허니 소스를 입혀, 달달하게 즐길 수 있어요.
03. 먹태열풍 매콤불닭맛
?중량 : 1팩(25g)
?특징 : 불닭 소스의 매콤한 맛을 고소한 먹태가 적절히 감싸 주어 완벽한 조합을 이뤄요.
Kurly’s Tip
보관법
?서늘하고 건조한 실온에 보관하세요.
활용팁
?고소한 맛의 마요네즈에 찍어 먹으면 더욱 맛있습니다.",seafood
17,[만선] 자연산 대하 500g (8-9미) (냉동),"16,100","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/7e3707ed-67b3-4fd4-ae81-37d0c9ebeaaa.jpg",제철 맞아 통통해진 새우,17,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,500g,국산,"-본 제품은 알러지 유발물질인 고등어, 새우, 오징어, 게, 조개류(굴, 전복, 홍합)를 사용한 제품과 같은 시설에서 제조",수령일 포함 최소 185일 남은 제품을 보내드립니다.(총 유통기한 365일),"제철 맞아 통통해진 새우
[만선] 자연산 대하
한 눈에 보기에도 통통한 대하는 새우 중에서도 몸집이 큰 편에 속해요. 식감은 쫄깃하고 씹을수록 달달한 감칠맛이 감돈답니다. 이 별미를 집에서도 맛보고 싶다면 만선의 자연산 대하를 추천할게요. 국내 해역에서 잡아 올린 후, 큼직한 사이즈로 선별해 담았어요. 해동 후에 그대로 구워 먹거나 탕이나 찌개 등으로 다양하게 요리해 보세요. 캠핑 등 야외 활동에 챙겨가면 인기 만점일 거예요.
Kurly's Check Point
새우의 왕, 자연산 대하
탱글한 비주얼과 식감으로 사랑받는 새우. 그중에서도 대하는 가을 바다의 주인공이자, 우리나라에서 자생하는 새우 중 가장 큰 크기를 지녔다고 알려져 있어요. 그런데 단순히 크기 말고도, 일반 새우와 구분되는 특징은 무엇일까요? 한번 머리 끝에 달린 뿔을 살펴보세요. 이 뿔이 날카롭고 코 끝을 넘어 기다란 것이 바로 자연산 대하의 특징입니다. 이 점만 기억하고 계신다면 자연산 대하를 알아보는 건 어렵지 않을 거예요.
Kurly’s Tip
활용팁
?소금구이 : 팬에 굵은 소금을 고루 펼치고, 세척 후 물기를 제거한 대하를 가지런히 올려주세요. 뚜껑을 닫고 센 불에서 5분간 굽고, 색이 빨갛게 변하면 중불에서 7~8분 더 구워 주세요.
?대하치즈구이 : 대하를 손질한 뒤 배에 칼집을 넣고 등 부분을 반으로 잘라주세요. 속에 모짜렐라 치즈를 넣고 오븐이나 에어프라이어 등에 넣어 구워주세요.
구입 전 참고사항
?해산물 특성상 원물마다 크기 및 중량이 조금씩 다를 수 있으나 총 중량에 맞게 보내드려요.
보관법
?-18℃ 이하에서 냉동 보관해 주세요.",seafood
18,[속초해품] 국내산 양념새우젓 160g,"5,500","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/4862b336-0587-4345-8fc6-d653deb69588.jpg",매콤 짭짤한 감칠맛을 톡톡,18,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1통,160g,상품설명/상세정보 참조,- 새우 함유,수령일 포함 90일 이상 남은 제품을 보내 드립니다. (총 유통기한 180일),"매콤 짭짤한 감칠맛을 톡톡
[속초해품] 국내산 양념새우젓
깨끗하고 신선한 바다의 맛을 담아 만든, 속초해품의 맛깔나는 젓갈을 만나보세요. 이번에는 매콤한 양념을 조물조물 입힌 국내산 양념새우젓을 준비했어요. 톡톡 씹히며 감칠맛을 뿜어내는 새우젓은 새우와 소금 모두 국내산으로 엄선해 더욱 믿을 수 있고요. 깔끔한 고춧가루 양념을 사용했기에 입에 착 감기는 맵싸한 맛이 일품이랍니다. 따끈한 쌀밥과 즐겨도 좋고, 보쌈 등의 육류 요리에 조금씩 얹어 드시기에도 제격일 거예요.
Kurly's Check Point
Kurly’s Tip
보관법
?0~10℃에서 냉장 보관하세요.",seafood
19,[모현상회] 활바지락 순두부찌개 (2인분),"8,950","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/e9b1d7cf-efd3-44d9-ba0e-6e89d2b6f471.jpg",활바지락을 더해 한층 깊은 풍미,19,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,715g,상품설명/상세정보 참조,"-알레르기 유발물질 : 대두, 밀, 쇠고기, 오징어, 새우, 조개류(바지락) 함유
-본제품은 메밀, 땅콩, 닭고기, 고등어, 돼지고기, 복숭아, 토마토, 호두, 아황산류, 잣, 달걀, 조개류(전복 포함)를 사용한 제품과 같은 시설에서 제조",수령 후 가급적 빠른 섭취 부탁드립니다.,"활바지락을 더해 한층 깊은 풍미
[모현상회]
활바지락 순두부찌개
순두부찌개의 감칠맛을 끌어 올려 줄 재료로 활바지락을 빼놓을 수 없는데요. 속이 확 풀리는 그 맛을 가정에서 손쉽게 즐기고 싶다면, 모현상회의 활바지락 순두부찌개를 만나보세요. 신선한 국산 바지락과 탱글한 순두부, 각종 채소와 소스까지 순두부찌개를 완성하기 위한 모든 재료를 깔끔하게 담았답니다. 재료를 한데 넣고 팔팔 끓여만 주면, 매콤하면서도 시원한 풍미의 찌개가 금세 완성되지요. 식사는 물론, 술안주로도 적극 추천할게요.
Kurly's Check Point
Kurly’s Pick
활바지락 순두부찌개
?중량 : 1봉(715g)
?구성 : ①순두부, ②바지락, ③애호박, ④대파와 고추, ⑤소스
?특징 : 순두부찌개를 끓이는 데 필요한 재료를 모두 담았어요. 2인이 즐기기 알맞은 양입니다.
Kurly’s Tip
구입 전 참고사항
?바지락은 1차 해감했으니 바로 요리에 사용하셔도 됩니다.
?한번 더 해감하려면, 볼에 물 1L와 굵은 소금 2~3 숟갈을 섞어주세요. 바지락과 스테인리스 수저를 넣은 뒤, 검은 비닐을 씌워 30분~1시간 정도 기다려주세요.
조리법
1. 흐르는 물에 바지락을 한 번 세척해 주세요.
2. 물 250mL에 소스, 바지락, 애호박을 넣고 끓여 주세요.
3. 물이 팔팔 끓으면 바지락을 넣어 주세요.
4. 바지락이 입을 벌리기 시작하면 순두부, 대파, 고추를 넣고 조금 더 끓여 주세요.
보관법
?0~10℃ 이하에서 냉장 보관하세요.",seafood
20,[머거본] 오징어맛어포 120g,"5,900","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/d71dc592-8214-4b98-9948-8d72de3acba3.jpg",구워서 부담 없는 바삭한 어포,20,컬리,상온 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1봉,120g,상품설명/상세정보 참조,"- 대두, 우유, 오징어 함유
 - 이 제품은 밀, 닭고기, 쇠고기, 계란, 새우 ,조개류(홍합 포함)를 사용한 제품과 같은 제조시설에서 제조",수령일 포함 180일 이상 남은 제품을 보내 드립니다. (총 유통기한 365일),"구워서 부담 없는 바삭한 어포
[머거본] 오징어맛어포
클래식하면서도 트렌디한 견과와 주전부리를 선보이는 머거본. 이번에는 오징어로 색다른 풍미를 더한 오징어맛어포를 준비했어요. 오징어 특유의 고소함과 짭조름한 시즈닝이 조화롭게 느껴지고요. 튀기지 않고 오븐에 바싹 구워 담백하면서도 바삭바삭한 식감을 잘 살렸답니다. 넉넉한 양을 담았으니 입이 심심한 순간 언제든 꺼내 즐겨보세요.
Kurly's Check Point
Kurly’s Tip
구입 전 참고사항
?제품 표면에 보이는 흑점은 생선 고유의 부산물이니 안심하고 드셔도 좋습니다.
보관법
?직사광선을 피해 서늘한 실온에 보관하세요.
About Brand
머거본은 1986년 출범 이래로 꾸준한 사랑을 받아온 스낵 전문 브랜드입니다. 고소한 견과류 제품을 시작으로 건어육, 육포 등 다양한 스낵류를 선보이고 있어요. 빨간 바탕에 노란 글씨의 로고는 누군가에겐 추억의 향수를, 젊은 세대에겐 색다른 간식으로 다가올텐데요. ‘칼몬드’, ‘꿀땅콩’ 등 머거본과의 역사를 함께 한 제품 뿐만 아니라 ‘시즈닝 아몬드’, ‘프레첼 믹스’ 등 트렌디함 또한 놓치지 않기에 견과류 스낵계의 탄탄한 면모를 보여주고 있답니다. 소비자의 기호를 끊임 없이 연구하는 머거본의 제품, 컬리를 통해 간편하게 만나 보세요.",seafood
21,[머거본] 김깨어포 180g,"5,980","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/3a2c7241-ce6a-4073-8069-391295fa85af.jpg",고소함을 한껏 더한 어포,21,컬리,상온 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1봉,180g,상품설명/상세정보 참조,"- 밀, 대두, 쇠고기 함유
 - 이 제품은 우유, 계란, 닭고기, 오징어, 조개류(홍합 포함)를 사용한 제품과 같은 제조시설에서 제조",수령일 포함 180일 이상 남은 제품을 보내 드립니다. (총 유통기한 365일),"고소함을 한껏 더한 어포
[머거본] 김깨어포
클래식하면서도 트렌디한 주전부리를 선보이는 머거본. 이번에는 김과 깨로 고소한 변주를 준 어포를 준비했어요. 담백한 연육 본연의 풍미는 물론이고요. 짭짤한 김의 감칠맛에 이어 자잘한 참깨가 톡톡 씹히며 식감에 재미를 더한답니다. 간단한 맥주 안주는 물론, 심심한 입을 채워줄 간식으로 마련해 보세요.
Kurly's Check Point
Kurly’s Tip
보관법
?직사광선을 피해 건조하고 서늘한 실온에 보관하시고, 개봉 후 가급적 빠른 시일 내에 섭취하세요.
About Brand
머거본은 1986년 출범 이래로 꾸준한 사랑을 받아온 스낵 전문 브랜드입니다. 고소한 견과류 제품을 시작으로 건어육, 육포 등 다양한 스낵류를 선보이고 있어요. 빨간 바탕에 노란 글씨의 로고는 누군가에겐 추억의 향수를, 젊은 세대에겐 색다른 간식으로 다가올텐데요. ‘칼몬드’, ‘꿀땅콩’ 등 머거본과의 역사를 함께 한 제품 뿐만 아니라 ‘시즈닝 아몬드’, ‘프레첼 믹스’ 등 트렌디함 또한 놓치지 않기에 견과류 스낵계의 탄탄한 면모를 보여주고 있답니다. 소비자의 기호를 끊임 없이 연구하는 머거본의 제품, 컬리를 통해 간편하게 만나 보세요.",seafood
22,[머거본] 꾸이한통 150g,"6,480","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/41c4e98f-3802-4463-ab8b-387d733d4200.jpg",한 통 가득 담은 고소한 매력,22,컬리,상온 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1통,150g,상품설명/상세정보 참조,- 밀 함유,수령일 포함 180일 이상 남은 제품을 보내 드립니다. (총 유통기한 365일),"한 통 가득 담은 고소한 매력
[머거본] 꾸이한통
클래식하면서도 트렌디한 주전부리를 선보이는 머거본. 이번에는 자꾸만 손이 가는 매력의 어포를 준비했어요. 연육을 아낌 없이 사용해 씹을 수록 고소한 풍미는 물론이고요. 튀기지 않고 오븐에 바싹 구워 담백하면서도 바삭하게 부서지는 식감을 오롯이 구현했답니다. 넉넉한 용량으로 담았으니 입이 심심한 순간 언제든 꺼내 즐겨보세요.
Kurly's Check Point
Kurly’s Tip
보관법
?직사광선을 피해 건조하고 서늘한 실온에 보관하시고, 개봉 후 가급적 빠른 시일 내에 섭취하세요.
About Brand
머거본은 1986년 출범 이래로 꾸준한 사랑을 받아온 스낵 전문 브랜드입니다. 고소한 견과류 제품을 시작으로 건어육, 육포 등 다양한 스낵류를 선보이고 있어요. 빨간 바탕에 노란 글씨의 로고는 누군가에겐 추억의 향수를, 젊은 세대에겐 색다른 간식으로 다가올텐데요. ‘칼몬드’, ‘꿀땅콩’ 등 머거본과의 역사를 함께 한 제품 뿐만 아니라 ‘시즈닝 아몬드’, ‘프레첼 믹스’ 등 트렌디함 또한 놓치지 않기에 견과류 스낵계의 탄탄한 면모를 보여주고 있답니다. 소비자의 기호를 끊임 없이 연구하는 머거본의 제품, 컬리를 통해 간편하게 만나 보세요.",seafood
