,item_num,rivew,rivew_date
10,1,"없으면 안되는 계란, 왕창 사서 계란빵 만들어요. 
오뚜기핫케이크믹스, 계란 한개, 생크림(우유대신 생크림으로 반죽해요) 손거품기로 쉐킷~ 아! 소금도 적당히 뿌려줘요. 생크림 넣으면 카스테라처럼 잔뜩 부풀어 오르고 폭신폭신 사먹는 식감 나와요. 
실리콘머핀틀에 비엔나 소시지 가위로 잘라 넣고 반죽을 머핀틀의 3/1만 부어요. 
계란 하나씩 톡 까서 넣어줘요. 포크로 계란 노른자 살짝 찔러주고 소금 살짝, 카사로 파마산 치즈 톡톡 뿌려주거나 일반 노란체다치즈 잘라서 넣고 남은 반죽을 머핀 틀에 맞춰 살짝 더 부어줘요. 
그리고 175도 예열된 오븐이나 에프에 넣어요. 
15-20분 굽고 색 봐서 더 굽던가 빼줘요. 

식히면 끝내주게 맛난 폭신폭신 계란빵이라 쓰고 계란 머핀이라 읽어요ㅋ 

(계란빵만 한판 굽고 다시 계란빵과 블루베리 머핀도 구웠어요. 저 비주얼은 생크림을 넣어 구웠기 때문에 나온 비주얼이에요. 우유 대신 생크림 넣으세요. 반죽할때요. 점도를 생크림으로 맞추면 폭신폭신 부드러워 집니다. 그냥 핫케이크 믹스에 소금, 생크림, 계란~~ 끝)",2022.05.23
11,1,"하나도 안깨지게 안전하고
포장 넘 좋아요!
특란이라 크기도 크고
노른자도 샛노란색이네요~
집밥으로 계란 소비가 많아져서
믿고 자주 구매합니다

오늘은 명란계란찜을 했는데
점심 한끼로 4인 뚝딱!
저만의 간단 비법 소개해 볼게요^^

1. 1컵반 육수를 먼저 뚝배기에 끓입니다
2. 명란을 2,3개 넣고 후춧가루 뿌려주고
3. 볼에 계란 5개에 소금, 설탕 반티스푼씩만 넣어주고 다진마늘, 다진파를 1스푼씩 넣어 섞어주세요
4. 명란이 거의 익으면 숟가락으로 툭툭 잘라주고 3의 계란물을 끓는 육수에
넣어서 저어주세요
5. 바닥이 눌지 않게 저어주다가
뭉글뭉글해지면 불을끄고 뚜껑을
덮어주시면 됩니다
상에 낼 때 깨나 부추 송송 뿌려주면 
더 좋구요!

마켓컬리 덕분에 코로나에도
가족들과 밥상에서 행복한 시간
보내게 되었습니다! 
피한 수 없다면 즐기며
가족들과 추억을 만들어 보아요~~",2020.12.16
12,1,계란 싱싱해서 좋아요,2023.03.09
13,1,"자주 구매합니다~
마켓 계란은 비린내도 안 나고 좋습니다",2023.03.09
14,1,고소하고 싱싱해서 좋아요,2023.03.09
15,1,알도 크고 싱싱해요 조금 비싼편이긴 한데 포장 꼼꼼해요 깨진 것 없이 잘 왔습니다,2023.03.09
16,1,상태가 좋아요~~~,2023.03.09
17,1,싱싱하고 크기도 좋아요,2023.03.09
18,1,마트보다 나아서 재주문하는 제품입니다,2023.03.09
19,1,"달걀 비린내 땜에 아무거나 못먹는데 그래도 이 달걀은 냄새가 덜 해서
늘 구매합니다",2023.03.09
20,2,"치마살인데 호주산이면 원래 싸지 않은 부위인데, 카드 할인까지 해서 꽤나 합리적인 가격에 구매했습니다. 
그래서 큰 기대는 없었는데... 육질도 괜찮고 지방도 많지 않아서 오히려 담백 쫄깃하니 취향 저격이었어요. 기름기가 많지 않아 적당히 고소하고 맛있었습니다.^^

저희 집은 200도 예열된 오븐에서 5-6분 구웠습니다. 웰던을 선호하는 분이 계셔서 완전히 익혔지만, 사실 시간을 더 짧고 굵게 굽는 게 더 부드럽고 맛있을 듯 합니다. 취향 차이 이긴 하지만요..ㅎㅎ 

 프라이팬으로 구울 때는 중불 이상에서 3분 이내로 한 번 뒤집어 구우면 육즙 살아있고 딱 적당할 것 같네요. 
300그램짜리라 한 명이 다 먹을 수 있을 양이긴 한데ㅎㅎ 밥이랑 같이 둘이 먹었어요. 만족스럽게 잘 먹었습니다!",2022.09.09
21,2,맛있었던 기억이 있어서 또 시켰어요 ㅎ,2023.03.09
22,2,"한우 치마살 구웠을때 기름이 이케 많이 나오지 않았는데..
이건 기름 범벅이 되는건 왜일까요..",2023.03.09
23,2,처음 시켜보는데 맛있었으면 좋겠네요,2023.03.09
24,2,"잡내 안나고 맛있어요.
올리브유,후추,구운소금으로 미리 마리네이드 해놓고 구웠어요.
집에 있는 채소랑 넣고 굽굽^^
소고기는 확실히 앞뒤로한번씩만 뒤집어야 부드럽고 맛있네요~ 굽기 초반엔 앞뒤로 한번씩 굽고 먹어서 부드러웠는데 중간쯤 야채랑 넣었더니 물생겨서 급하게 굽굽 했어요^^;;
그래도 맛있네요~
할인하면 또줍줍!!",2023.03.09
25,2,잡냄새도 없고 가격대비 아주아주 훌륭합니다,2023.03.09
26,2,처음엔 항상 부드러웠는데 가끔은 좀 질겨요 ㅠ,2023.03.09
27,2,부드러워서 재구매합니다. 가성비 좋아요.,2023.03.09
28,2,냄새 안나고 연해서 잘먹었어요,2023.03.09
29,2,기름기 없이 단백해요,2023.03.09
30,3,"샛별배송이 아닌 택배배송 지역인데다가 인터넷으로 계란을 주문해 본 적이 없었어요. 
 대형마트몰에서 주문하는건 해 봤는데, 그건 바로 당일날 배송오니까 깨질 위험이 없었고, 
 이건 택배배송으로 오는거라 혹여 깨지지 않을까.. 하는 걱정도 살짝 있었는데요. 
 택배로 온 거 보고는 안심했어요. 
 빵빵한 에어캡 안에 들어가 있는 채로 배송이 되었는데요. 
 하나도 안 깨지고 잘 왔더라구요^^ 
 
개인적으로 계속 마켓컬리에서 주문한다면, 최애템이 되지 않을까..조심스럽게 예측해보고 있어요^^
요즘 마트에서 그냥 일반 계란도 20구, 30구 짜리도 3,000원 후반대에서 4,000원 하는데
할인해서 4,000원대면 괜찮다는 생각이 들었거든요. 
베스트 50% 할인 쿠폰을 적용했어요. 

주문한 날짜가 4월 5일이었는데, 산란일자는 4월 4일으로 별로 차이가 안 나는 점도 마음에 들었어요. 
크기가 고르지 않게 온다는 글들도 봤었는데, 
다행히(?) 우리집에 온 아이들은 크기가 일정한 편인데다가, 마트에서 판매하는 계란보다 껍질이 두꺼워서 좋더라구요. 

 계란 후라이를 했을 때, 노른자가 흐물흐물하지 않고 탱글탱글해서 좋았구요. 
 간단하게 밥 해먹을때, 맛있는 간장계란밥을 해서 먹었어요. 
 간장+참기름 넣고, 계란을 스크램블 하듯이 해서 쓱쓱 볶으면 후다닥 먹는 한 끼 완성! ㅎㅎ 
 맛살에 계란물 입혀서 굽고, 남은 계란물로는 계란말이 하구요. 

 그 외에도 계란물 입혀서 두부도 굽고, 지단으로 구워서 국수도 해먹고 여러 곳에 쓰고 있어요^^
 뭔가 소중하고 싱싱한 계란이라는 느낌이 드니까.. 아껴먹게 되네요ㅎㅎ",2019.04.13
31,3,"동물복지 유정란은 인공적으로 달걀을 낳게 하는게 아니고
 암탉과 수탉이 교미를 해서 낳은 달걀이예요. 그래서 달걀을 얻는 과정도 손이 더 많이 가고 얻기도 어렵다고 하더라고요. 공장같이 빽빽한 케이지에 갇혀 주사로 수정을 하거나 등등의 경우로 생산되는 달걀과는 천지차이! 당연히 그만큼 일반 달걀보다 가격이 좀 있지만 안전하고 건강한 달걀을 먹을 수 있다면 이정도는 익스큐즈될거 같아요. 

배송도 꼼꼼히 신경써주셔서 한번도 깨진것도 없었고 늘 신선한 상태의 달걀을 보내주셔서 계란후라이를 하면 노른자가 흐트러지지 않고 동글동글 탱탱해서 너무 좋아요. 

달걀을 정말 요리활용도가 짱짱인 품목인데요. 

1. 삶은계란
가장 기본적인 조리방법이지만 삶은 계란으로도 활용도가 높아요. 
그냥 먹기도 하고 
샐러드에 곁들여 먹거나 
계란 겉면에 으깬고구마를 감싸고 비스킷 뿌셔뿌셔한 가루 묻혀서 에어프라이어에 돌리면 소세지 대신 달걀이 들어있는 핫도그 완성. 
그리고 아보카도 반갈라 삶은계란 넣고 오븐에 살짝 돌려 같이 먹어도 너무 맛있답니다. 

2. 훈제계란
오크라는 기계(?)만 있으면 집에서도 간단히 훈제란을 만들 수 있어요. 7시간짜리로 3번 돌리면 완성
쫀득하고 맛있는 훈제란이 된답니다. 

3. 에그슬럿
요즘 애그슬럿 많이 하는데요. 고구마나 감자 으깨서 계란톡 치즈 올려서 오븐에 구우면 완성. 한끼 식사로 손색없어요. 
미니단호박안에 계란 톡 새우올려 오븐에 돌려 먹어도 좋아요. 

4. 클라우드에그
흰자와 노른자를 분리해서 흰자를 흐르지않을 정도로 쳐주고 모양 잡아준다음 가운데 노른자 쏘옥 넣고 오븐에 구우면 폭닥한 클라우드에그가 만들어져요 

4. 오믈렛
흰자랑 노른자를 분리해서 흰자를 거품기로 흐르지 않게 쳐주고 노른자를 섞어서 후라이팬에 올려 익히면 부풀어 오르면서 폭닥하고 몽글몽글한 오믈렛이 되요. 

5. 계란후라이
식빵에 버터바르고 쨈 바르도 고구마감자으깨어 옥수수 피망다진것 등 넣어 마요네즈에 머무린거 올리고 계란하이 올려서 그 위에는 베이컨 치즈 뿌려 토핑하면 맛있는 오픈샌드위치 완성
또 짜파게티나 쫄면 비빔면 비빔밥 등에도 올려먹으면 넘나 맛있죠. 

6. 스크램블에그
후라이팬에 기름두르고 계란넣어 살짝 익을때 젓가락으로 저어서 만든다음 볶음밥에 곁들이거나. 
스크램블에그할때 방울토마토 새우등을 같이 넣어 익혀 먹어도 넘 맛있어요. 

이렇게나 다양한 요리의 재료를 안전하게 믿고 구매할 수 있어서 너무 좋아요. 재구매 목록 중 하나랍니다.",2019.01.09
32,3,"컬리 제품은 꼼꼼한 포장이 좋아요. 
달걀이 하나도 안깨지고 예쁘게 배송되어 왔네요^^
컬리 알고부터는 여기 달걀만 먹는데 
삶아서도 먹고, 마약 달걀로 만들어서도 먹어요 ㅎㅎ 


[ 마약 달걀 레시피 ]

1. 달걀을 실온에 한시간 이상 둔다.
2. 달걀을 삶는다.
 - 6~7분 정도 삶으면 반숙이 된답니다.
 - 삶을 때 식초와 소금을 넣으면 더 쉽게 껍질을 깔 수 있어요.
 - 삶으면서 한쪽 방향으로 계속 저어주셔야 노른자가 가운데로 와요. 안그러면 나중에 깔때 노른자가 터지는 불상사가 ㅠㅠ 
3. 물:간장:설탕=1:1:0.5 
 - 간장은 염도를 낮춘 다시마 간장을 이용하면 훨씬 맛있어요^^ 
- 인터넷 레시피에는 설탕도 물과 같은 비율로 넣으라고 하던데 전 그러면 너무 달더라구요. 간보면서 비율 조절하시면 될듯^^
4. 마늘이나 고추를 잘게 다져서 넣는다(취향껏^^) 
5. 냉장고에 하루정도 보관 후 먹는다.",2018.12.05
33,3,"늘 구입하는
제품이에요",2023.03.09
34,3,동물복지 유정란… 알 크키도 적당하고 신선해요.,2023.03.09
35,3,계란 이걸로 늘 구매합니다.,2023.03.09
36,3,늘 애용하고 있습니다.,2023.03.09
37,3,싱싱하고 좋아요ㅡ 자주구매합니다,2023.03.09
38,3,탱글탱글 신선해서 자주 구매합니다,2023.03.09
39,3,늘 먹는 유정란 저렴히 사서 잘 먹었어요,2023.03.09
40,4,"요즘 물가가 장난 아니죠
정말 몸소 매일매일 느끼고 있어요
집앞 마트의 삼겹살은 3000원을 넘었고 서민 음식이던 삼겹살도 점점 서민과 멀어지는 느낌을 받는 요즘 이네요

컬리의 삼겹살은 100g 2600원으로 가격면에서는 합격이에요
같이 주문했던 다른 물건들과 다르게 따로 아이스팩으로 한번 더 포장 되어있어 신선함이 그대로 느껴지네요

포장을 뜯고보니 더 만족 스러웠던게 다른곳에서(온라인몰.동네마트..) 포장이 되어있는 삼겹살은 중량을 맞추기 위해 안보이는곳에 혹은 밑바닥에 짜투리고기가 들어있는데 컬리는 짜투리고기 없어요 
미추리부분도 아니고 삼겹살로만 포장이 되어 있고 두께도 두툼해요

소금과 후추 뿌려 후라이팬에 구워 식탁에 내놓으니 다른 반찬 없어도 밥한그릇 뚝딱이에요

최애 야채 깻잎에 한번
요즘 홀릭중인 통양파에 한번
쌈장 살짝 찍어 먹으니 꿀맛이 따로 없어요
컬리 삼겹살 평 좋은데는 다 이유가 있네요
주기적으로 구입해도 절때 후회없는 상품이에요
구입하세요",2022.08.20
41,4,"캠핑가서 먹을 고기가 부족해서 급하게 컬리에서 보고 주문했는데 100그램 당 가격도 좋고 고기 포장이나 상태도 좋았어요!
포장은 진공패킹 되어있어서 아이스박스에 쏙 넣으니 공간 차지도 많이 안하고 위생적인 느낌이 들었어요!

특히 한돈 삼겹살 100g에 3300원정도 했던 것 같은데 여기서 시키면 2000원이 좀 안되니 다음에도 또 시켜 보려구요!

고기는 길게 3덩이?4덩이 정도 들어있던 것 같아요! 오돌뼈 붙은 부위가 와서 더 좋았구요 ㅎㅎㅎ
원래 다 그런건지 맛있는 부위를 운 좋게 받은건지는 모르겠네요!
오돌뼈 있는 부위가 맛있는 고기라고 어디서 들었는데
좋은 고기 받은 것 같아서 괜히 더 좋았습니다 ㅎㅎ

집에서는 기름 튈까봐 삼겹살 잘 못먹는데 밖에 나오면 이것저것 구애 안받고 온전히 고기를 즐길 수 있어서 좋습니당!

먹고 남은 고기는 저녁에 김치찌개 끓일 때 넣었는데 고기가 맛있어서 그런지 이것도 넘 환상적이었습니다!
다음에 재구매할 때도 좋은 상태의 고기가 오면 좋겠네요 ㅎㅎㅎ",2021.06.25
42,4,자주 구매하는 품목입니다 가격도 좋고 고기질도 괜찮아요,2023.03.09
43,4,재주문할거에오 존맛탱구리,2023.03.09
44,4,삼겹살구이 완전 실패에요 신선도 별로 비계가 너무 많아요,2023.03.09
45,4,비계가 너무 많아서 기름을 먹을건지 고기를 먹은건지ㅠㅠ,2023.03.09
46,4,맛있게 잘 먹었습니다,2023.03.09
47,4,좋아요 자주 구매합니다,2023.03.09
48,4,맛있게 잘 구워먹었어요~기름기도 적당!,2023.03.09
49,4,아들들때문에 항상 구비해놔요,2023.03.09
50,5,"포장을 뜯기전, 뜯은 후 고기 갈변 현상이 많이
없었어요. 그만큼 가공한 시간이 그리 길지 않았다는
거겠죠! 국거리는 바로 사용 하셔도 되지만..
저는 10-15분 물에 담궈 핏물을 살짝 빼놓고 
사용합니다. 기분탓인 지 모르겠으나 조금 더 
깔끔한 거 같아요.

< 한우국거리 고기폭탄 떡만둣국 > 

( 떡국 2인분량 )

준비물 : 한우국거리 300g , 떡국떡, 만두4개, 표고다시마육수 1100ml, 
다진마늘, 대파 한 대, 계란 황/백지단, 
국간장, 다시다 약간, 후추약간

- 냄비에 소고기를 넣고 볶습니다.
- 다 볶아지면 육수물을 넣고 끓입니다.
* 고기 국물이 끓는 동안에 계란 황/백 지단을 
지져놓습니다.
- 고기가 부들부들 해진 거 같다면 씻어놓은
떡국떡을 넣습니다 
- 떡이 익는 시간에 만두는 씻어서 데울 그릇에 살짝 물을 넣어 전자렌지에 데웁니다.
- 끓고 있는 떡국에 다진마늘, 국간장, 다시다로 양념을 해주세요.
- 마지막에 대파와 후추가루를 톡톡해주고
-그릇에 떡국떡을 먼저 떠서 담고 만두를 위에
올리고 그 다음 국물과 고기를 퍼서 담은 뒤
황/백 지단을 올려줍니다.

김가루는 취향인데 넣지말 걸 그랬어요
소고기맛이 더 고소해서 즐기고싶더라구요
김가루향이 진했어요ㅠㅠ

소분으로 해서 나오니 김냉에 넣어두고 간간히
잘 먹었어요. 여러부위로 섞여있어요
오히려 씹는 식감이 있어서 좋았고
압력솥으로 미역국했더니 그 식감이 없어져서
전기렌지나 가스렌지에서 조금 더 끓이는 게
나을 거 같아요.

간편하게 좋아요.",2023.02.15
51,5,"고기상태 좋았고 양이 꽤 되네요
제 남편의 최애 국인 경상도식 얼큰 소고기 콩나물국 끓였습니다

준비물
소고기300g,콩나물500g(무를 섞어도 됨),대파 큰것 한뿌리, 마늘다진것 1큰술, 국간장2큰술,액젓2큰술, 소금(간이 부족하면)다시다 1/2큰술(선택), 고추가루 3큰술, 물2L

키친타올에 바쳐 핏물을 제거해줍니다
참기름을 넉넉히 두르고 고기를 볶아 물2L와 콩나물을 넣고 뚜껑을 덮고 센불로 끓인다( 콩나물이 익기전 뚜껑을 열어서는 안됨 콩비린내남)

솥이 끓어오르고 5분 정도후 콩나물이 익었다 싶으면 고추가루, 국간장등 양념을 다 때려넣고 어슷썰기한 대파도 함께 넣고 뚜껑덮어 끓인다( 대파를 많이 넣어야 더 맛있다)
끓어오르면 중불로 낮춰 뭉근히 20분가량 더 끓인다

20분후 마늘넣고 저어주고 간을 보고 싱거우면 이때 소금으로만 간을한다 입맛에 맞게 양념을 맞춘후 약불로 10분가량 더 끓이면 완성",2022.09.29
52,5,신선해서 너무 좋았어요,2023.03.09
53,5,마녀스프에 넣어봤어요~ 양도 넉넉하고 고소하고 맛있어요! ㅎ,2023.03.09
54,5,"아기먹일 소고기무국
양이많아 반만 사용하고 냉동시켰어요!
다음주는 미역국!!",2023.03.09
55,5,소분 해서 두 개로 나눠서 2번 끓여 먹었어요,2023.03.09
56,5,"질기지
않고 맛있네요~",2023.03.09
57,5,미역국잘끓여먹었어요 신선하고좋네요~,2023.03.09
58,5,소의 세군데 부위가 섞여 있어요. 전에 먹어봤는데 신선하고 맛있어서 재주문했어요~~,2023.03.09
59,5,기름기 있는 부분이 살짝 질기지만 그럭저럭 괜찮아요.,2023.03.09
60,6,"아마 컬리에서 달걀 중에 가장 많이 소비한 제품이 아닌가 생각돼요.
백색 유정란 늘 신선하고 안전하게 받는데요.
무엇보다 노른자가 선명하고 신선해서 자주 구입하게 되더라고요.
베이킹이 일이고 취미였는데, 오랜만에 달걀이 주 재료인 까눌레를 만들었어요.
저만의 까눌리 레시피 공유할게요.

보르도 까눌레

다양한 레시피로 만들어 본 결과 요 레시피가 가장 좋았어요. 늘 반응이 좋은 까눌레~

우유 500g 버터 50g 밀가루 125g 설탕 250g 달걀노른자 1-2개 달걀 2개 럼 50ml 바닐라빈 1개

1. 냄비에 우유, 버터, 바닐라빈을 넣고 약불에 데운다. (85도)
2. 볼에 달걀과 노른자를 잘 풀고 설탕을 섞어 둔다.
3. 밀가루는 체 쳐 두고 데운 우유를 30-40도 식힌다.
4. 설탕 볼에 식힌 우유와 체 친 밀가루를 번갈아 3회 나누어 섞는다.
5. 완성된 반죽을 체에 한 번 걸러 준다.
6. 마지막으로 럼을 넣는다.
7. 래핑 한 후 24시간 냉장 숙성한다.
8. 오븐을 250도 예열한다.
9. 밀랍 코팅한 동틀에 반죽을 넣고 오븐 온도 200도로 낮추고 10분 -> 180 50분 굽는다.
한 개를 제외한 까눌레가 윗면까지 색이 고르게 예쁘게 나와서 너무 기분이 좋더라고요.
캐러멜 화가 잘 돼야 색이 고르게 잘 나오고 겉에 크러스트가 제대로 형성되거든요.
그래서 예열 온도와 처음 10분 굽는 온도가 중요해요.

베이킹 할때 어떤 메뉴든 재료가 신선해야 더 맛있어요.
까눌레는 달걀이 많이 들어가는 구움과자 중 하나라서 달걀이 신선하면 더 색이 잘 나고 맛있더라고요.",2023.02.22
61,6,"마켓컬리와 여름부터 인연을 맺은 후 달걀은 꼭 컬리에서 구매하는 것 같아요 .
달걀은 깨지기 쉬워서 어느순간부터 마트에서 사는 것이 불편하고 과거에는 마트에서 세일하는 달걀들을 가끔 사먹기도 했었는데 질이 좋은달걀들은 거의 세일을 안하는 것 같습니다. 그래서 계속 믿을 수 있는 마켓컬리에서 동물 복지 유정란을 구매하기로 마음을 먹었습니다. 

저의 경우에는 거의 매일 계란 섭취를 하고 임신을 준비하고 있기에 무조건 무항생제의 유정란을 구입하며 냉장고 안에 계란이 늘 여유롭게 저장되어야 마음이 편하답니다. 
항상 많은 양의 계란을 저장하다보면 구입시기가 다른 계란들과 섞이기 마련인데 컬리의 동물복지 유정란은 백색달걀과 누런색 달걀을 번갈아 구매합니다. 이렇게 번갈아 구매하면 헷갈리지가 않으며 구별이 쉬워서 갓 구입한 신선한 달걀로는 보통 후라이나 삶은 달걀로 질좋고 신선한 유정란의 고소함을 느끼며, 컬리에서 구매한 약콩두유와 함께 간단한 점심이나 간식으로 애용합니다. 

계란은 냉장고에서 6개월동안은 보관이 가능하다고는 하는 것 같은데 그래도 이전에 구입한 계란은 달걀찜이나 몸이 아플때 계란죽 처럼 오래 가열하는 음식 등에 애용합니다. 

매일 먹는 유제품과 달걀은 좋은 것을 먹자고 생각하는게 우리 부부의 신조이며 마켓컬리의 계란 포장에 항상 감동까지 한답니다. 개란의 품질과 맛도 훌륭하지만 단 한개의 계란도 깨지지 않도록 성심성의껏 안전한 포장을 해주시기에 마켓컬리에 대한 신뢰도와 만족도는 계속 쌓여가는 것 같습니다.",2019.12.01
62,6,"항상주문해요
신선하고조아요",2023.03.09
63,6,껍데기가 두꺼워서 좋음,2023.03.09
64,6,백색란은 처음 시켜봅니다. 색깔만 다르고 유정란 성분 똑같다고해서 조금더 할인하는 제품으로 주문!!,2023.03.09
65,6,하얀달걀 신기해서 시켜봐쓰여 애기도 조아해요,2023.03.09
66,6,백색유정란이 고소한거같아요,2023.03.09
67,6,요번 제품은 흰자가 퍼져서 터지네요.,2023.03.09
68,6,세일해서 좋고 맛있어서 좋아요.,2023.03.09
69,6,똑 떨어졌는데 마침 세일도 해서 2팩 구입,2023.03.09
70,7,안심 스테이크는 늘 태우한우에서 사먹어요 일단 투뿔은 지방함량이 높아 건강면에서도 나쁘고.. 그렇다고 아랫등급을 먹자니 입에서 맛있는 것도 중요하다 싶어 절충한게 태우한우의 1+ 안심입니다. 언제 사먹어도 품질은 늘 똑같아서 잘먹어요. 육즙 빠지지 않게 실로 테두리를 묶어 오븐 170도에서 10분 구운 뒤 달군 팬에 앞뒤 옆면 각 1분씩 쎈불에 버터 얹어 구워 먹으면 정말 맛있어요. 저는 오븐에 7분만 구워서 레어수준으로 구워먹었답니다. 냄새 안나고 참 맛있어요,2022.10.29
71,7,"프라이팬에 올리브 오일 두르고 그냥 소금이랑 후추만 뿌려 구웠는데
진짜 맛있어요!!

지난번 구매한 다른 한우 안심은 투플이였는데.. 이건 원뿔임에도 부드럽고 입에서 살살녹아 꽤 만족했습니다.

특히 소고기는 오래구우면 질기거나 퍽퍽해져 맛없을수 있는데..
저는 웰던 지향자라 바짝 구웠거든요.
그럼에도 불구하고 질기지않고 육즙도 가득해 풍미가 좋더라구요.
똥손이 막 구워도 잡내 안나고 맛있을
좋은 등급의 한우인것 같아요!!

함께 구매한 리코타치즈 샐러드랑 새송이버섯 버터에 구워서 같이 먹었는데
건강한 한끼 식단이 됐어요.

포장 사진만 봐도 한눈에 보이듯이 안심이지만 마블링이 좀 있긴했어요..
지방 싫어해서 가위로 잘라내고 먹으니
괜찮더라구요..

아무튼 한우하면 횡성이 유명하긴하지만
태우한우도 좋네요!
찜해놓고 담에 또 주문할께요^^",2022.10.26
72,7,"결론먼저 말씀 드리면 너무 맛있게 먹었습니다
처음에 보고 에~~게 .... 왜이렇게 양이 작아 ....ㅠ
실망 했으나 먹어보고 어머 또 사야지 !!
컬리에서 추천한 방식으로 실로 묶어 형태가 무너지지 않게잡고 가볍게 구웠습니다 굽다가 풍미를 위해 AOC인증 받은 에쉬레 버터도 녹여서 뿌려가며 구웠어요 ^^
저 참 말 잘 듣죠?? ㅎㅎ
하지만 , 맛은 절대 가볍지 않았습니다 !!
프랑스에서 먹었던 샤또 브리앙 못지 않은 육질의 쫀득함과 육질의 색감이 적색 양파와 잘 어울러져 와인 한잔 안할 수가 없었어요 
솔직히 고기의 양이 감질 나는 만큼 ,더 맛있게 먹었던 거 같습니다 
다음엔 꼭 무리해서 두팩 시킬거에요 
너무 맛있게 잘 먹었습니다 
고기의 양이 모자랄 것 같아 새우도 올리브에 풍덩 하고 컬리에서 전에 구매했던 데니쉬 식빵도 꺼냈는데 역시 
뒷전이 되어버렸습니다
고기를 다 머고 나니 아 빵과 새우도 있었지..라는 생각이 났어요 ^^; 
이런 맛있는 고기 유통해주셔서 감사하구요 
또 새벽에 이렇게 고생해서 배송해주셔서 두번 감사드립니다
참 잘 먹었습니다 고맙습니다 컬리!! 사랑해요 ^^??",2018.04.23
73,7,젤 맛나게 해먹었어요!,2023.03.09
74,7,맛있게 잘 먹었습니다.,2023.03.09
75,7,애들이 역시 안심- 부드러워- 하면서 먹었습니다 개학 힘들어해서 아침부터 구워 먹이고 학교 보냈네요(급식이 맛없는 거 나온다고 투덜거리던 월요일 아침에),2023.03.09
76,7,안심이라 부드럽고 좋았어요,2023.03.09
77,7,아주 맛나게 먹었어요. 웰던인데도 부드러워요~,2023.03.09
78,7,맛있게 잘 구워 먹었어요~~부드럽고 좋아요^^,2023.03.08
79,7,진짜 맛있었습다 강추.. !!,2023.03.08
